OID|ACCT_TYPE|NAME|PAST_DUE_90|PAST_DUE_180|LIQUIDATED|TOTAL|RPT_ID
131956|101|IUOE Local 57 Benefit Funds||||269452|782330
131957|102|All Other Accounts|||||782330
131767|101|PATH ADMINISTRATORS|0|93029|0|93029|782122
131768|102|All Other Accounts|3092|0|0|10828|782122
131358|101|Performance Abatement||||2642|777590
131368|102|All Other Accounts||||104221|777590
131367|101|GUMBK||||201|777590
131366|101|Bestway Energy Services||||294|777590
131365|101|Day & Zimmerman NPS||||67811|777590
131364|101|Capitol Insulation Co||||8177|777590
131363|101|CNS Y-12||||6778|777590
131362|101|Breeding Insulation||||18123|777590
131361|101|Williams Plant Services||||2024|777590
131360|101|Williams Specialty Services||||34093|777590
131359|101|Performance Contracting||||10848|777590
131972|102|All Other Accounts||||32873|782376
132578|102|All Other Accounts||||57353|782927
132201|101|Variouys locals - per capita tax||||22415|782797
132203|102|All Other Accounts|||||782797
132202|101|Rent reimbursement||||1980|782797
131978|101|Assessments Receivable - All Contractors||||87608|782417
131980|102|All Other Accounts|||||782417
131979|101|Delinquent Dues|4769|||6459|782417
131862|102|All Other Accounts|1716|1006|6899|16379|782252
132924|102|All Other Accounts|||||785612
132595|102|All Other Accounts|||||782978
132593|101|NONE ITEMIZED|0|0|0|0|782973
132594|102|All Other Accounts|0|0|0|126248|782973
131551|101|Gemma Power Systems||||40177|780684
131563|102|All Other Accounts||||63005|780684
131562|101|Day & Zimmerman NPS||||5779|780684
131561|101|Jarvis Downing and Emch||||6580|780684
131560|101|Kiewit Power||||6597|780684
131559|101|AC Dellovade Inc||||6872|780684
131558|101|Steves||||7717|780684
131557|101|Chapman Corporation||||9363|780684
131556|101|Songer Steel Services||||9890|780684
131555|101|Mid Ohio Mechanical||||12209|780684
131554|101|Flatiron Construction||||16549|780684
131553|101|Century Steel Erectors||||26703|780684
131552|101|Advantage Steel Cons LLC||||26718|780684
132171|101|Ameren Missouri (UEC)||||12604|782716
132174|102|All Other Accounts|||||782716
132173|101|Ameren Illinois||||1089|782716
132172|101|Ameren Services||||6999|782716
132517|101|Local Union 157   ||339||192579|782867
132524|102|All Other Accounts||||4797983|782867
132523|101|Michael Gierer ||34750||34750|782867
132522|101|Local Union 45                                    ||816||38596|782867
132521|101|Local Union 2790                                  ||580||17538|782867
132520|101|Local Union 20                                    ||600||14684|782867
132519|101|Local Union 1556                                  ||14940||52519|782867
132518|101|Local Union 2287                                  |2080|23414||40209|782867
132037|102|All Other Accounts||||51726|782531
132051|101|Accounts receivable contractors||||55022|782564
132053|102|All Other Accounts|||||782564
132052|101|Accounts receivable district council||||6000|782564
131892|101|G & C Concrete||||9245|782271
131882|101|Accord Steel & Precast||||48583|782271
131891|101|Daniel Marr & Son Co||||19394|782271
131890|101|Capco Steel Erectors||||15800|782271
131889|101|Boss Steel Inc||||57173|782271
131888|101|Berlin Steel||||10652|782271
131887|101|Benson Industries||||6729|782271
131886|101|Aztec Steel||||5400|782271
131885|101|Atlantic Bridge & Eng||||10649|782271
131884|101|Ajax Construction Co||||10656|782271
131883|101|AGF Steel Inc||||12266|782271
131915|102|All Other Accounts||||178333|782271
131914|101|IWDC of NE Welfare||||127271|782271
131913|101|ZSE Incorporated||||24010|782271
131912|101|T & T Steel Erectors||||7058|782271
131911|101|Sunrise Erectors||||7542|782271
131910|101|Structures Derek International||||16064|782271
131909|101|South Coast Steel LLC||||8361|782271
131908|101|Saugus Construction||||6919|782271
131907|101|Remington Steel||||7162|782271
131906|101|Regis Steel Corporation||||23544|782271
131905|101|Quinn Bros.||||6508|782271
131904|101|Prime Steel Erecting||||37390|782271
131903|101|New Hampshire Steel||||15415|782271
131902|101|MG Mcgrath Glass & Glazing||||7976|782271
131901|101|Metro Glass & Metal||||12397|782271
131900|101|Marguerite Concrete Inc||||15207|782271
131899|101|Manafort-Precision||||6076|782271
131898|101|Malatos Iron Works||||6434|782271
131897|101|Maia Steel||||5066|782271
131896|101|Lund Rebar Services Inc||||10078|782271
131895|101|Kiva Systems||||5581|782271
131894|101|Insteel Corp||||10262|782271
131893|101|GP East Steel||||7326|782271
131735|101|46 NO CA CARPENTERS CONFERENCE BOARD|0|0|0|132050|782046
131736|102|All Other Accounts|3342|141|11875|30013|782046
131655|101|46 NO CA CARPENTERS CONFERENCE BOARD |0|0|0|139032|781918
131656|102|All Other Accounts|8054|131|33574|39015|781918
131749|102|All Other Accounts|||||782081
132506|102|All Other Accounts|0|0|0|0|782856
131500|102|All Other Accounts||||41392|778138
132001|102|All Other Accounts||||74856|782496
131864|101|46 NO CA CARPENTERS CONFERENCE BOARD |0|0|0|112480|782254
131866|102|All Other Accounts|3553|200|14767|22981|782254
131865|101|NO CA CARPENTERS REGIONAL COUNCIL|0|0|0|6147|782254
131854|102|All Other Accounts||||1673725|782242
131648|102|All Other Accounts||||0|781893
126977|101|NONE ITEMIZED|0|0|0|0|740213
126978|102|All Other Accounts|0|0|0|0|740213
132625|102|All Other Accounts|0|0|0|1491331|783011
131722|102|All Other Accounts|0|0|0|0|782036
131193|102|All Other Accounts|0|0|0|0|766102
132574|102|All Other Accounts|||||782913
131040|102|All Other Accounts|0|0|0|0|755186
131723|101|46 NO CA CARPENTERS CONFERENCE BOARD |0|0|0|152214|782041
131724|102|All Other Accounts|10403|285|44693|64803|782041
131711|102|All Other Accounts||||22312|782017
131931|102|All Other Accounts|||||782290
131694|102|All Other Accounts|||||781977
131598|102|All Other Accounts|1829|905|5652|9345|780755
131244|102|All Other Accounts|||||768541
131720|102|All Other Accounts|||||782030
131577|102|All Other Accounts|||||780701
132835|102|All Other Accounts|||||783232
131208|102|All Other Accounts|0|0|0|0|766167
131976|102|All Other Accounts|||||782411
132556|102|All Other Accounts|0|0|0|119698|782889
131759|101|Due From Internal Revenue Service||||3274|782110
131760|102|All Other Accounts||||25263|782110
131639|102|All Other Accounts||||89188|780876
132834|102|All Other Accounts|||||783216
132175|102|All Other Accounts|0|0|0|0|782718
131275|102|All Other Accounts|1132|0|0|731045|773553
131808|102|All Other Accounts||||1692|782153
131532|102|All Other Accounts|0|0|0|5883|780582
132045|102|All Other Accounts|||||782553
131923|101|FLOOR COVERERS JATC||||9589|782285
131927|102|All Other Accounts||||47281|782285
131926|101|WILSON MCSHANE||||6504|782285
131925|101|CARPENTERS AND FLOOR COVERS LOCAL 344||||9456|782285
131924|101|CARPENTERS LOCAL UNION 322||||22354|782285
131766|102|All Other Accounts|||||782121
131514|101|Local 621 Health and Safety Fund||||5467|780544
131516|102|All Other Accounts|||||780544
131515|101|NYS Department of Taxation and Finance||||1042|780544
132824|102|All Other Accounts||||100108|783185
131661|102|All Other Accounts|||||781924
132616|102|All Other Accounts||||491224|782997
132020|102|All Other Accounts|||||782518
132830|102|All Other Accounts||||9756|783205
132192|102|All Other Accounts|||||782781
132010|102|All Other Accounts|||||782509
131266|102|All Other Accounts|0|0|0|68195|773421
132922|102|All Other Accounts|||||785573
132821|102|All Other Accounts|0|0|0|0|783167
131842|101|Marc Yamane||||400|782230
131848|102|All Other Accounts|||||782230
131847|101|Individual Members - Cancer Premiums||||204|782230
131846|101|International Union of Elevator Constructors||||51|782230
131845|101|National Elevator Industry Education Program||||1958|782230
131844|101|United Airlines||||256|782230
131843|101|Thaddeus Tomei||||322|782230
132787|102|All Other Accounts||||0|783083
131654|102|All Other Accounts|||||781916
131564|102|All Other Accounts|||||780685
132807|102|All Other Accounts|0|0|0|0|783137
131968|102|All Other Accounts|||||782365
131543|101|NONE ITEMIZED|0|0|0|0|780661
131544|102|All Other Accounts|5423|12533|18539|55081|780661
132583|102|All Other Accounts|0|0|0|76582|782941
131776|102|All Other Accounts|||||782133
132823|102|All Other Accounts|||||783182
132794|102|All Other Accounts|||||783108
131761|101|Niagara County Electrical Construction JATC|8879|28579|0|45616|782112
131762|102|All Other Accounts|0|0|0|0|782112
131689|102|All Other Accounts||||99302|781950
132206|102|All Other Accounts|||||782810
131646|101|NONE ITEMIZED|0|0|0|0|781891
131647|102|All Other Accounts|0|1506|0|3449|781891
132151|102|All Other Accounts||||213000|782660
131480|101|Other receivables|0|0|0|883|777977
131481|102|All Other Accounts|0|0|0|0|777977
132818|101|CONTRACTOR ASSESSMENTS||||52610|783164
132820|102|All Other Accounts|||||783164
132819|101|MEMBER DUES||||1151|783164
132792|101|EMPLOYER CONTRIBUTIONS|0|0|0|34483|783099
132793|102|All Other Accounts|||||783099
132581|102|All Other Accounts|||||782931
132624|102|All Other Accounts|||||783009
132927|102|All Other Accounts|0|0|0|0|785661
131379|102|All Other Accounts|||||777626
131716|102|All Other Accounts||||91291|782025
131867|102|All Other Accounts||||124120|782255
131371|101|MEMBERS DUES|0|0|0|17350|777603
131373|102|All Other Accounts|||||777603
131372|101|WORK ASSESSNETS||||76477|777603
132925|102|All Other Accounts|||||785633
132514|101|NONE ITEMIZED|0|0|0|0|782864
132515|102|All Other Accounts|5859|4062|30176|61893|782864
126346|101|NONE|0|0|0|0|737748
126347|102|All Other Accounts|0|0|0|0|737748
131754|102|All Other Accounts||||121550|782102
131986|101|NONE ITEMIZED|0|0|0|0|782463
131987|102|All Other Accounts|143|1701|0|1961|782463
131588|102|All Other Accounts||||47600|780715
132158|102|All Other Accounts|0|0|0|30555|782672
131934|101|NONE|0|0|0|0|782298
131935|102|All Other Accounts|0|0|0|0|782298
131525|101|NONE|0|0|0|0|780575
131526|102|All Other Accounts|||||780575
131206|102|All Other Accounts||||36064|766153
131818|102|All Other Accounts|||||782166
131180|101|Ed Wells Initiative||||37244|766026
131181|102|All Other Accounts|||||766026
131459|101|NONE|0|0|0|0|777848
131460|102|All Other Accounts|0|0|0|2851|777848
132784|101|46 NO CA CARPENTERS CONFERENCE BOARD |0|0|0|43947|783081
132786|102|All Other Accounts|916|66|2376|6920|783081
132785|101|NO CA CARPENTERS REGIONAL COUNCIL|0|0|0|42520|783081
132618|101|DUES RECEIVABLE|0|0|0|25309|783002
132620|102|All Other Accounts|||||783002
132619|101|DUES FROM JATC|0|0|0|358256|783002
131147|101|General Fund Dues Receivable||||23262|757284
131150|102|All Other Accounts|||||757284
131149|101|Due from Bravo - CSD||||1103|757284
131148|101|Engagement AR - Promo||||1682|757284
131878|102|All Other Accounts|0|0|0|0|782266
132805|102|All Other Accounts|0|0|0|45465|783121
131426|102|All Other Accounts|0|0|0|0|777751
132780|102|All Other Accounts|||||783075
132220|102|All Other Accounts||||197287|782843
131600|102|All Other Accounts||||6145|780758
132153|101|46 NO CA CARPENTERS CONFERENCE BOARD |0|0|0|257605|782662
132155|102|All Other Accounts|3187|185|15500|24331|782662
132154|101|NO CA CARPENTERS REGIONAL COUNCIL|0|0|0|16084|782662
131008|102|All Other Accounts|0|0|0|0|754735
131996|102|All Other Accounts|||||782489
132592|102|All Other Accounts|||||782970
132016|101|CSEA Retiree Health Fund||||7534|782515
132018|102|All Other Accounts||||8739|782515
132017|101|State Employee Bargaining Agent Coalition||||14838|782515
131506|102|All Other Accounts||||29009|779369
131143|101|N/A|0|0|0|0|756469
131144|102|All Other Accounts|0|0|0|0|756469
132879|102|All Other Accounts|||||785187
131451|102|All Other Accounts||||578550|777811
132908|102|All Other Accounts||||2129|785515
131963|101|Paradise Reinforcing||49232||49232|782352
131967|102|All Other Accounts||||104670|782352
131966|101|Federal Welding||1620||1620|782352
131965|101|D&C Welding|572|8639||9211|782352
131964|101|Maui Industrial Metal Fabricators||19264||19264|782352
131859|101|NONE|0|0|0|0|782248
131860|102|All Other Accounts|0|0|0|0|782248
131779|102|All Other Accounts|0|0|0|186904|782137
131784|102|All Other Accounts|0|0|214708|214708|782147
131778|102|All Other Accounts||||0|782136
132555|102|All Other Accounts||||253606|782888
132617|102|All Other Accounts|||||783001
132047|102|All Other Accounts|0|0|0|0|782560
131323|102|All Other Accounts|||||776615
131737|102|All Other Accounts|||||782048
132063|102|All Other Accounts|||||782587
127183|102|All Other Accounts|0|0|0|0|741505
131172|102|All Other Accounts||||934059|765215
131940|102|All Other Accounts|0|0|0|7|782303
131742|102|All Other Accounts||||0|782067
132152|102|All Other Accounts|||||782661
131331|101|Suffolk Transportation Services||||81417|777343
131334|102|All Other Accounts|||||777343
131333|101|Guardian Bus Company||||20845|777343
131332|101|Transdev||||18605|777343
131185|102|All Other Accounts|0|0||414781|766048
132008|101|ACCOUNTS RECEIVABLE ||||35806|782501
132009|102|All Other Accounts|||||782501
127199|102|All Other Accounts|||||741757
131601|102|All Other Accounts|||||780761
131503|102|All Other Accounts|||||779281
131753|102|All Other Accounts|0|0|0|35017|782100
131317|101|LOANS AND EXCHANGES|0|0|0|34799|776454
131318|102|All Other Accounts|||||776454
131962|102|All Other Accounts|5977|75384|0|130175|782336
132186|102|All Other Accounts|10699|22422|0|416915|782774
132185|101|NONE ITEMIZED|0|0|0|0|782774
131505|102|All Other Accounts|0|0|0|0|779336
131550|102|All Other Accounts|0|0|0|0|780676
131370|102|All Other Accounts|0|0|0|425659|777594
131596|102|All Other Accounts|||||780752
131449|102|All Other Accounts|||||777795
132141|101|Plumbers Local Union #521|4190|0|0|14373|782632
132142|102|All Other Accounts|0|0|0|189319|782632
131499|102|All Other Accounts|0|0|0|0|778137
132019|102|All Other Accounts|0|0|0|0|782517
131589|102|All Other Accounts|||||780732
132650|102|All Other Accounts||||0|783029
131849|101|46 NO CA CARPENTERS CONFERENCE BOARD |0|0|0|77165|782231
131851|102|All Other Accounts|1967|450|5149|13043|782231
131850|101|NO CA CARPENTERS REGIONAL COUNCIL|0|0|0|9240|782231
131211|102|All Other Accounts|0|0|0|0|766189
131930|102|All Other Accounts||||394879|782288
131214|102|All Other Accounts|0|0|0|0|766202
132160|102|All Other Accounts||||25296|782680
131154|101|aerojet||||610|757293
131152|101|vulcan materials||||1880|757293
131162|102|All Other Accounts|||||757293
131161|101|pbf energy||||2371|757293
131160|101|suzuki||||420|757293
131159|101|l-3||||611|757293
131158|101|membermail||||1029|757293
131157|101|lockheed||||559|757293
131156|101|marathon||||2930|757293
131155|101|tower semiconductor||||21728|757293
131153|101|raytheon||||1267|757293
132904|102|All Other Accounts|875|1375|0|82697|785502
132003|101|MECU Charge dispute|0|6500|0|6500|782497
132002|101|Membership dues receivable|0|41342|0|169232|782497
132005|102|All Other Accounts|0|0|0|1872|782497
132004|101|Rental income|0|5476|0|16408|782497
131301|102|All Other Accounts|||||773805
131269|101|NORTHERN NEW ENGLAND TELEPHONE||||5458|773479
131270|102|All Other Accounts||||1037|773479
131253|102|All Other Accounts|0|0|0|76425|770860
131448|102|All Other Accounts|0|0|0|0|777793
132117|102|All Other Accounts|88017|23222|0|1902963|782591
132115|101|J SUPOR & SON TRUCK & RIG CO INC|13418|0|0|13418|782591
132116|101|TAM ENTERPRISES INC|7634|0|0|7634|782591
131817|102|All Other Accounts|||||782163
132897|101|DUE FROM RELATED APPRENTICE FUND|0|0|0|2562|785430
132898|102|All Other Accounts|0|0|0|0|785430
132183|102|All Other Accounts||||1151284|782766
132150|102|All Other Accounts|||||782656
131175|102|All Other Accounts|||||765243
131991|102|All Other Accounts|0|0|0|0|782476
131725|102|All Other Accounts|||||782042
132525|102|All Other Accounts|||||782868
132902|102|All Other Accounts|||||785499
132044|102|All Other Accounts|0|0|0|0|782551
131868|102|All Other Accounts|0|0|0|0|782256
131738|102|All Other Accounts||||147654|782055
131951|102|All Other Accounts||||86015|782319
132213|102|All Other Accounts|0|0|0|107824|782828
131743|102|All Other Accounts||||26946|782069
131853|102|All Other Accounts|||||782241
131304|102|All Other Accounts|||||773863
131617|101|DUES INCOME RECEIVABLE|22519|0|0|24808|780839
131619|102|All Other Accounts|||||780839
131618|101|WORK DUES RECEIVABLE|0|0|0|32780|780839
131990|102|All Other Accounts|0|0|0|722662|782474
131640|102|All Other Accounts|||||780879
131989|102|All Other Accounts||||26412|782472
131881|102|All Other Accounts||||386557|782269
130981|102|All Other Accounts|||||754281
132056|102|All Other Accounts|0|0|0|0|782578
131464|101|NONE ITEMIZED|0|0|0|0|777905
131465|102|All Other Accounts|11151|12920|59279|93028|777905
131511|101|NONE|0|0|0|0|779387
131512|102|All Other Accounts|0|0|0|0|779387
131518|101|NONE ITEMIZED|0|0|0|0|780557
131519|102|All Other Accounts|6684|23196|22497|85102|780557
132162|102|All Other Accounts||||6151345|782684
131496|101|NONE ITEMIZED|0|0|0|0|778103
131497|102|All Other Accounts|4324|3426|6168|44902|778103
132575|101|Due from Individual members for dues in arrears|0|0|0|1565|782921
132576|102|All Other Accounts|||||782921
131769|102|All Other Accounts||||186013|782124
132895|102|All Other Accounts|0|0|0|0|785412
132822|102|All Other Accounts|||||783177
132799|101|Payroll tax overpayment||||2725|783114
132800|102|All Other Accounts|||||783114
132899|102|All Other Accounts|||||785453
131943|102|All Other Accounts|||||782305
132114|102|All Other Accounts|||||782590
132159|102|All Other Accounts|||||782677
131748|102|All Other Accounts|||||782080
131705|101|NONE |0|0|0|0|782010
131706|102|All Other Accounts|0|0|0|0|782010
132196|101|IN/KY/OH Regional Council of Carpenters|7252|0|0|38062|782789
132197|102|All Other Accounts|||||782789
131827|102|All Other Accounts|500|||1000|782211
131857|102|All Other Accounts|||||782245
131709|102|All Other Accounts|||||782013
131941|101|ACCOUNTS RECEIVABLE||||135614|782304
131942|102|All Other Accounts|||||782304
131945|101|Crescent Electric||||6575|782310
131948|102|All Other Accounts||||1664|782310
131947|101|Quality Assurance Support Group LLC||||5116|782310
131946|101|Industrial I and E, Inc.||||8473|782310
132508|102|All Other Accounts|||||782859
131852|102|All Other Accounts|0|0|0|610|782239
132622|101|Randolph Street Market|0|10863|0|10863|783008
132623|102|All Other Accounts|0|4655|16532|19298|783008
132210|102|All Other Accounts||||26035|782824
131701|102|All Other Accounts|1454|390|0|227116|781995
131637|102|All Other Accounts|38217|5583|66312|13459321|780872
131145|102|All Other Accounts|0|0|0|0|756478
131921|102|All Other Accounts||||4168735|782280
132917|102|All Other Accounts||||263610|785543
132021|101|Southern Benefits - Work Assessments||||813264|782521
132024|102|All Other Accounts|||||782521
132023|101|Deposits||||1540|782521
132022|101|Reimbursements||||1410|782521
132558|102|All Other Accounts|||||782891
132531|101|UBC00157- LOCAL 157 NEW YORK, NY |43542|55869|237098|347843|782879
132532|102|All Other Accounts|||||782879
131982|102|All Other Accounts|0|0|0|0|782442
131603|102|All Other Accounts|14040|7402|29842|93557|780770
127498|102|All Other Accounts|26215|10527|37956|105161|744263
131320|102|All Other Accounts|13982|11756|62498|118838|776509
131260|101|DUES RECEIVABLE FROM EMPLOYERS|0|0|0|80488|773319
131261|102|All Other Accounts|||||773319
132808|101|AFT St.  Louis, Local 420 (per caps May/June 21)||||19074|783140
132809|102|All Other Accounts|||||783140
132126|101|IBEW Benefit and Welfare Fund||||18530|782607
132127|102|All Other Accounts|||||782607
132827|101|FIDEICOMISO EMPLEADOS TELEFONICOS|11000|||11000|783189
132828|102|All Other Accounts|||||783189
132791|102|All Other Accounts||||5099|783098
131502|102|All Other Accounts|||||778591
131351|102|All Other Accounts||||0|777511
132559|102|All Other Accounts|0|0|0|225331|782893
131345|101|ACCOUNTS RECEIVABLE|0|0|0|10000|777469
131346|102|All Other Accounts|||||777469
131770|101|NONE ITEMIZED|0|0|0|0|782126
131771|102|All Other Accounts|7361|2341|26001|71207|782126
131757|101|NONE|0|0|0|0|782106
131758|102|All Other Accounts|2242|480|0|2722|782106
131453|102|All Other Accounts|0|0|0|0|777825
132054|102|All Other Accounts||||13433|782576
131750|101|46 NO CA CARPENTERS CONFERENCE BOARD |0|0|0|302479|782083
131752|102|All Other Accounts|7082|434|26683|41809|782083
131751|101|NO CA CARPENTERS REGIONAL COUNCIL|0|0|0|15603|782083
132588|102|All Other Accounts|3500|0|0|235914|782956
131376|102|All Other Accounts||||0|777611
131739|102|All Other Accounts|||||782056
131605|102|All Other Accounts|0|0|0|0|780776
132568|101|Porters Federation of Nurses & Health Professional|0|0|0|1729|782911
132565|101|AFT National|0|0|0|11169|782911
132573|102|All Other Accounts|||||782911
132572|101|VSC UP Local 6227|0|0|0|3550|782911
132571|101|VSC FF Local 3180(c)|0|0|0|6457|782911
132570|101|VFNHP Local 5221|0|0|0|32265|782911
132569|101|UA Local 3203|0|0|0|11625|782911
132567|101|Community Health United Local 522|1795|0|0|7095|782911
132566|101|BFN-RN Local 5064|0|0|0|1860|782911
131973|102|All Other Accounts|0|0|0|0|782378
132681|102|All Other Accounts||||163881|783064
132528|102|All Other Accounts||||126366|782870
131146|102|All Other Accounts|||||756527
131087|101|Ante Diem, Inc.|27500|0|0|27500|755825
131096|102|All Other Accounts|0|0|0|27164985|755825
131095|101|FromTheBench|0|0|45079|0|755825
131094|101|SoHoodie (Fanatics)|0|0|9000|0|755825
131093|101|Potomac Communications Group, Inc|0|0|117539|0|755825
131092|101|Internal Revenue Service|0|37350|0|37350|755825
131091|101|Electronic Arts Inc.|125000|0|0|125000|755825
131090|101|DC Office of Tax and Revenue|0|26000|0|26000|755825
131089|101|Campuslore|0|315000|0|315000|755825
131088|101|ByteCubed Labs, LLC|100000|0|0|100000|755825
131352|101|NONE ITEMIZED |0|0|0|0|777550
131353|102|All Other Accounts|0|0|0|0|777550
132913|102|All Other Accounts|||||785521
131788|102|All Other Accounts|0|0|0|0|782150
131814|101|NONE ITEMIZED|0|0|0|0|782161
131815|102|All Other Accounts|0|0|0|31|782161
132591|102|All Other Accounts|0|0|0|7500|782963
131452|102|All Other Accounts|||0||777814
131409|102|All Other Accounts|||||777667
131300|102|All Other Accounts|0|0|0|0|773799
131756|102|All Other Accounts||||35376|782105
131765|102|All Other Accounts|||||782117
132921|102|All Other Accounts||||596789|785552
131659|102|All Other Accounts|||||781921
131649|102|All Other Accounts|0|0|0|0|781896
132814|101|AFT-Pocahontas|4509|3006|0|12024|783161
132815|102|All Other Accounts|10361|0|0|283959|783161
130663|102|All Other Accounts|0|0|0|0|752457
131134|102|All Other Accounts|0|0|0|0|756346
131337|102|All Other Accounts|||||777400
132577|102|All Other Accounts|||||782925
132085|101|L-30 Monmouth County Sheriff's S/O Unit||||1145|782589
132064|101|L-100 Picatinney DOD Officers||||728|782589
132084|101|L-28 Cherry Hill Campus PD Blue||||139|782589
132083|101|L-26 Sparta Twp Patrol & Detectives||||832|782589
132082|101|L-224 Englewood PA||||347|782589
132081|101|L-216 Union City SOA||||1457|782589
132080|101|L-209 Lawrence Twp||||2266|782589
132079|101|L-2 Riverton PA||||173|782589
132078|101|L-2 Palmyra|451|||1083|782589
132077|101|L-199 Gloucester Co Corrections Sgts||||139|782589
132076|101|L-19 Neptune SOA||||1760|782589
132075|101|L-188 East Orange SOA||||408|782589
132074|101|L-179 Lakehurst Boro PD||||728|782589
132073|101|L-164 Rutgers Police SO||||1283|782589
132072|101|L-160 Hillside SOA||||971|782589
132071|101|L-155 Rowan (UMDNJ)||||173|782589
132070|101|L-147 Westampton Twp PD||||101|782589
132069|101|L- 140 - Mercer Co Sheriff's S/O Unit||||451|782589
132068|101|L-122 - Mt. Olive POA||||1734|782589
132067|101|L-12 - Newark Deputy Chief's Unit|1977|||2289|782589
132066|101|L-115 - Burlington County Co Bridge Police Assoc||||1526|782589
132065|101|L-114 - N Hanover PD Blue||||971|782589
132113|102|All Other Accounts|||||782589
132112|101|L-111 East Orange POA|12871|||18815|782589
132111|101|L-99 Essex Co College Blue||||69|782589
132110|101|L-94 Hunterdon Co Sheriff's S/O Unit||||3503|782589
132109|101|L-93 New Jersey Inst of Tech Police||||1942|782589
132108|101|L-9 Hammonton Police S/O||||103|782589
132107|101|L-9 Gibbsboro PA||||521|782589
132106|101|L-89 Somerset Sheriff's S/O||||832|782589
132105|101|L-85 Middlesex County College||||243|782589
132104|101|L-82 Hillside PD||||1734|782589
132103|101|L-80 Perth Amboy  SOA||||540|782589
132102|101|L-76 Camden County||||511|782589
132101|101|L-74 UMDNJ FOP Lodge 74||||208|782589
132100|101|L-7 Cape May Co Corrections S/O||||104|782589
132099|101|L-62 Rutgers PD||||2601|782589
132098|101|L-6 Salem Co DOC |277|||277|782589
132097|101|L-6 Pennsville POA||||1526|782589
132096|101|L-6 Salem PD||||35|782589
132095|101|L-6 Salem Co Sheriff's Blue||||2220|782589
132094|101|L-6 Penns Grove PD Blue ||||902|782589
132093|101|L-6 Carney's Point PD Blue||||1099|782589
132092|101|L-59 Middlesex Co Sheriff's Officer Assoc||||1075|782589
132091|101|L-57 Franklin Police Officers||||173|782589
132090|101|L-56 Pine Valley PD|592|||592|782589
132089|101|L-56 Pine Hill PD||||728|782589
132088|101|L-38 Willingboro POA||||625|782589
132087|101|L-38 Willingboro LESA||||1179|782589
132086|101|L-37 NJ Transit Police||||1804|782589
132602|101|Washington State Dept of Personnel|0|0|0|814667|782993
132613|102|All Other Accounts|0|0|0|17292|782993
132612|101|Bright Now! Dental|0|0|0|5676|782993
132611|101|LanguageLink Interpreters|0|0|0|11026|782993
132610|101|American Behavioral Health Systems|0|0|0|16270|782993
132609|101|Seattle Community Colleges|0|0|0|10216|782993
132608|101|Spokane Community Colleges|0|0|0|9899|782993
132607|101|The Evergreen State College|0|0|0|6116|782993
132606|101|University of Washington|0|0|0|66881|782993
132605|101|Eastern Washington University|0|0|0|9537|782993
132604|101|WA State Consotrium of Technical Colleges|0|0|0|20589|782993
132603|101|Western Washington University|0|0|0|7990|782993
131281|101|ACCRUED INTEREST RECEIVABLE||||4694|773721
131284|102|All Other Accounts|||||773721
131283|101|DUE FROM AFFILIATED FUNDS||||629|773721
131282|101|MEMBERS ASSESSMENTS RECEIVABLE||||313405|773721
131777|102|All Other Accounts||||57744|782134
132165|102|All Other Accounts||||1152975|782688
132131|102|All Other Accounts|||||782614
131712|101|N/A|0|0|0|0|782018
131713|102|All Other Accounts|0|0|0|0|782018
132903|102|All Other Accounts||||172253|785501
132564|102|All Other Accounts||||3328|782901
131693|102|All Other Accounts|15359|1070|96783|141300|781975
131764|102|All Other Accounts|4165|12734|17128|89250|782115
131809|102|All Other Accounts|5534|5217|5566|19895|782154
131597|102|All Other Accounts|5890|5018|18915|62186|780753
131950|102|All Other Accounts|4433|5233|12852|37052|782314
131822|102|All Other Accounts|||||782181
131613|102|All Other Accounts|||||780833
131715|102|All Other Accounts|||||782022
131495|102|All Other Accounts|||||778087
131631|102|All Other Accounts|||||780862
131988|102|All Other Accounts|5183|3412|1912|18537|782465
132144|102|All Other Accounts|0|0|0|0|782639
131916|102|All Other Accounts|10600|872|61356|84655|782274
131695|102|All Other Accounts|0|0|0|0|781979
131537|102|All Other Accounts|24533|41621|36682|122523|780636
131819|102|All Other Accounts||||67033|782167
131981|102|All Other Accounts||||602993|782427
132032|102|All Other Accounts||||583356|782526
131879|102|All Other Accounts|||||782267
131534|101|NONE ITEMIZED|0|0|0|0|780599
131535|102|All Other Accounts|7247|394|25780|54393|780599
132884|101|n/a|0|0|0|0|785217
132885|102|All Other Accounts|||||785217
131288|102|All Other Accounts|0|0|0|1842871|773773
131960|102|All Other Accounts|||||782332
131328|102|All Other Accounts||||0|777269
131717|101|NONE|0|0|0|0|782027
131718|102|All Other Accounts|0|0|0|0|782027
132589|101|NONE ITEMIZED|0|0|0|0|782958
132590|102|All Other Accounts|1975|1061|9247|16433|782958
132553|101|NONE ITEMIZED|0|0|0|0|782884
132554|102|All Other Accounts|3116|2146|10019|27877|782884
131468|101|NONE ITEMIZED|0|0|0|0|777912
131469|102|All Other Accounts|2164|861|18225|17158|777912
132129|102|All Other Accounts|0|0|0|0|782612
132048|101|N/A|0|0|0|0|782561
132049|102|All Other Accounts|0|0|0|0|782561
131198|101|FACILITY DUES||||6257621|766116
131201|102|All Other Accounts|||||766116
131200|101|OTHER||||108085|766116
131199|101|STATEWIDE PEER ASSISTANCE FOR NURSES||||856404|766116
