OID|MEMBERSHIP_TYPE|CATEGORY|NUMBER|VOTING_ELIGIBILITY|RPT_ID
304827|2102|Agency Fee Payers|47|F|783070
304826|2101|Dues Exempt|50|T|783070
302166|2101|Active|375|T|780856
302168|2101|Life Members|39|T|780856
302167|2101|Retired-non life members|118|T|780856
301307|2101|Journeyman|353|T|777261
301311|2101|Honorary|48|F|777261
301310|2101|Lifetime|137|F|777261
301309|2101|Probationary|27|F|777261
301308|2101|Apprentice|73|F|777261
300615|2101|Foreman|392|T|756194
300616|2102|Agency Fee Payers|0|F|756194
302209|2101|Regular Members|1330|T|780871
301335|2101|ELECTRICAL JOURNEYMAN|1345|T|777396
301341|2101|METERTECHS|16|T|777396
301340|2101|APPRENTICE|198|T|777396
301339|2101|RESIDENTIAL|9|T|777396
301338|2101|CONSTRUCTION ELECTRICIAN|79|T|777396
301337|2101|LIGHTING PROTECTION|9|T|777396
301336|2101|TELECOMMUNICATIONS|417|T|777396
304886|2101|Active Members|1635|T|783111
304887|2102|Agency Fee Payers|0|F|783111
304130|2101|Regular Members|626|T|782778
303444|2101|JOURNEYMAN|81|T|782468
303449|2101|MILITARY|2|T|782468
303448|2101|PROBATIONARY|1|F|782468
303447|2101|LIFETIME|58|T|782468
303446|2101|HONORARY|8|T|782468
303445|2101|APPRENTICE|27|F|782468
301982|2101|Regular Members|177|T|780702
301984|2101|Probationary Apprentices|10|F|780702
301983|2101|Retired Members|2|F|780702
302936|2101|Journeymen|272|T|782207
302940|2102|Agency Fee Payers|0|F|782207
302939|2101|Teledata techs|1|T|782207
302938|2101|Construction|25|T|782207
302937|2101|Apprentices|59|T|782207
303285|2101|"A" Members|286|T|782331
303287|2102|Agency Fee Payers|0|F|782331
303286|2101|"BA" Members|0|T|782331
301636|2101|A members|1068|T|778008
301637|2101|BA  members|6|T|778008
305173|2101|VOTING UNION MEMBERS|301|T|785388
305147|2101|Regular Members|207|T|785293
305148|2101|Retiree Members|122|T|785293
303024|2101|A Member|1088|T|782247
303026|2102|Agency Fee Payers|0|F|782247
303025|2101|BA Member|537|T|782247
303665|2101|AFFILIATES|18|T|782536
304131|2101|Journeyman|409|T|782779
304135|2101|Honorary|24|F|782779
304134|2101|Lifetime|50|T|782779
304133|2101|Probationary|40|F|782779
304132|2101|Apprentice|11|F|782779
304052|2101|BOX OFFICE|110|T|782706
304055|2101|B-LOCAL MEMBER|35|T|782706
304054|2101|PHONE ROOM - PART TIME|27|T|782706
304053|2101|PHONE ROOM - FULL TIME|26|T|782706
301894|2101|UTILITY WORKERS FULL DUES|2586|T|780654
303443|2101|Members|628|T|782467
305160|2101|JOURNEYMEN|95|T|785353
305165|2102|Agency Fee Payers|0|F|785353
305164|2101|LIFETIME|100|F|785353
305163|2101|HONORARY|8|F|785353
305162|2101|PROBATIONARIES|5|F|785353
305161|2101|APPRENTICES|20|F|785353
304142|2101|Journeymen|288|T|782783
304145|2101|Apprentices|58|F|782783
304144|2101|Life Members|48|T|782783
304143|2101|Retirees|138|T|782783
301906|2101|Military|3|F|780664
301908|2101|Honorary|80|F|780664
301907|2101|Probationary|3|F|780664
301905|2101|Lifetime|166|F|780664
301904|2101|Apprentice|144|F|780664
301903|2101|Journeymen|712|T|780664
302384|2101|JOURNEYMAN WIREMAN AND LINEMAN|540|T|781962
302388|2102|Agency Fee Payers|0|F|781962
302387|2101|BA MEMBERS|12|T|781962
302386|2101|SIGN WIREMAN|5|T|781962
302385|2101|APPRENTICES|134|T|781962
300886|2101|Active Membership|112|T|766125
300887|2102|Agency Fee Payers|103|F|766125
300922|2101|Active Members|840|T|766180
300923|2102|Agency Fee Payers|0|F|766180
303930|2101|REGULAR MEMBERS|197|T|782638
303937|2102|Agency Fee Payers|0|F|782638
303936|2101|CALLED MILITARY SERVICE|1|T|782638
303935|2101|HONORARY MEMBERS|27|T|782638
303934|2101|DISABLED MEMBERS|25|T|782638
303933|2101|EARLY RETIRED|46|T|782638
303932|2101|RETIRED MEMBERS|49|T|782638
303931|2101|APPRENTICES|60|T|782638
301326|2101|Apprentices 1st - 3rd year|43|F|777346
301329|2101|Retirees|140|T|777346
301328|2101|Journeymen|265|T|777346
301327|2101|Apprentices 4th & 5th year|27|T|777346
303728|2101|Jorneyman|216|T|782563
303734|2101|Shop Members|7|T|782563
303733|2101|Probationary|17|F|782563
303732|2101|Military|2|T|782563
303731|2101|Honorary|41|T|782563
303730|2101|Lifetime|147|T|782563
303729|2101|Apprentice|23|F|782563
303571|2101|JOURNEYMAN|383|T|782513
303577|2102|Agency Fee Payers|0|F|782513
303576|2101|PROBATIONARIES|10|F|782513
303575|2101|LIFETIME|126|F|782513
303574|2101|HONORARY|54|F|782513
303573|2101|MILITARY|1|F|782513
303572|2101|APPRENTICE|113|F|782513
301550|2101|A and BA Members|852|T|777788
301551|2101|Retired members|241|F|777788
303273|2101|Apprentices|39|F|782326
303277|2102|Agency Fee Payers|0|F|782326
303276|2101|Retirees|109|T|782326
303275|2101|Journeymen|245|T|782326
303274|2101|Metal Trades|3|T|782326
304391|2101|Apprentice|11|F|782894
304396|2101|Probationary|19|F|782894
304395|2101|Lifetime|48|F|782894
304394|2101|Miltary|1|F|782894
304393|2101|Honorary|14|F|782894
304392|2101|Journeyman|90|T|782894
302678|2101|BA|434|T|782089
302679|2101|A|12|T|782089
301330|2101|REGULAR|764|T|777353
301334|2102|Agency Fee Payers|0|F|777353
301333|2101|GOLD MEMBER|9|T|777353
301332|2101|APPRENTICE|21|T|777353
301331|2101|RETIREE|210|T|777353
303329|2101|FULL DUES MEMBERS|575|T|782372
304235|2101|JOURNEYMAN|192|T|782842
304239|2101|CONTRACTORS|0|F|782842
304238|2101|LIFETIME MEMBERS|53|T|782842
304237|2101|RETIRED|59|T|782842
304236|2101|APPRENITCE|85|T|782842
302025|2101|Journeymen|167|T|780747
302027|2101|Lifetime/honorary members|96|F|780747
302026|2101|Apprentices|34|F|780747
302299|2101|JOURNEYMAN|338|T|781904
302304|2102|Agency Fee Payers|0|F|781904
302303|2101|HONORARY MEMBER|38|T|781904
302302|2101|EARLY RETIREE AND DISABLED|80|T|781904
302301|2101|RETIRED MEMBERS|31|T|781904
302300|2101|APPRENTICE|130|T|781904
303864|2101|Journeymen|208|T|782617
303868|2102|Agency Fee Payers|0|F|782617
303867|2101|Honorary|11|F|782617
303866|2101|Pensioner/Lifetime|98|F|782617
303865|2101|Apprentice|26|F|782617
303113|2101|IRON WORKERS LOCAL 172|827|T|782278
303109|2101|IRON WORKERS LOCAL 22|1232|T|782278
303112|2101|IRON WORKERS LOCAL 147|306|T|782278
303111|2101|IRON WORKERS LOCAL 70|578|T|782278
303110|2101|IRON WORKERS LOCAL 44|969|T|782278
303118|2102|Agency Fee Payers|0|F|782278
303117|2101|IRON WORKERS LOCAL 787|491|T|782278
303116|2101|IRON WORKERS LOCAL 769|427|T|782278
303115|2101|IRON WORKERS LOCAL 292|278|T|782278
303114|2101|IRON WORKERS LOCAL 290|694|T|782278
304001|2101|Active Members|96|T|782669
304002|2101|Retired Members|7|F|782669
301419|2101|A-Members that contribute to Life & Pensions|62|T|777593
301421|2102|Agency Fee Payers|0|F|777593
301420|2101|BA-Members that do not contribute to Life & Pensions|498|T|777593
303041|2101|Journeymen|88|T|782251
303042|2101|Apprentices|30|T|782251
304563|2101|APPRENTICES|63|F|782974
304566|2101|LIFE MEMBERS|61|T|782974
304565|2101|RETIREES|176|T|782974
304564|2101|JOURNEYMEN|477|T|782974
304185|2101|JOURNEYMEN WIREMEN|655|T|782814
304188|2102|Agency Fee Payers|0|F|782814
304187|2101|MANAGEMENT MEMBERS|24|F|782814
304186|2101|APPRENTICES|79|F|782814
304161|2102|Agency Fee Payers|0|F|782787
304156|2101|Apprentice|198|F|782787
304160|2101|Military|5|F|782787
304159|2101|Honorary|219|F|782787
304158|2101|Pensioners|411|F|782787
304157|2101|Journeymen|926|T|782787
301542|2101|ACTIVE AND RETIRED|479|T|777784
302193|2101|JOURNEYMAN|505|T|780865
302200|2102|Agency Fee Payers|16|F|780865
302199|2101|HELPERS|20|F|780865
302198|2101|TRAINEES|25|F|780865
302197|2101|LIFE MEMBERS|82|T|780865
302196|2101|RETIREES|106|T|780865
302195|2101|APPRENTICES FOURTH TO FIFTH|113|T|780865
302194|2101|APPRENTICES FIRST THROUGH THIRD|186|F|780865
304261|2101|JOURNEYMAN|180|T|782852
304267|2102|Agency Fee Payers|0|F|782852
304266|2101|MILITARY|2|F|782852
304265|2101|HONORARY|34|F|782852
304264|2101|LIFETIME HONORARY|59|F|782852
304263|2101|PROBATIONARY|0|F|782852
304262|2101|APPRENTICE|33|F|782852
302500|2101|Total Active members|1049|T|782012
302501|2102|Agency Fee Payers|0|F|782012
303769|2101|Apprentices|114|F|782582
303775|2102|Agency Fee Payers|0|F|782582
303774|2101|Probationaries|62|F|782582
303773|2101|Military|4|T|782582
303772|2101|Pensioners|293|T|782582
303771|2101|Honorary Lifetime Members|13|T|782582
303770|2101|Journeymen|755|T|782582
301346|2101|REGULAR MEMBERS|531|T|777404
301347|2101|RETIRED MEMBERS|150|T|777404
304300|2101|Construction members|378|T|782860
304305|2102|Agency Fee Payers|9|F|782860
304304|2101|TVA|21|T|782860
304303|2101|Gold Members|22|T|782860
304302|2101|Retiree|107|T|782860
304301|2101|Service members|173|T|782860
303659|2101|Journeyman|138|T|782532
303664|2102|Agency Fee Payers|0|F|782532
303663|2101|Military|1|F|782532
303662|2101|Retired|104|T|782532
303661|2101|Honorary|24|T|782532
303660|2101|Apprentice|34|F|782532
304884|2101|JOURNEYMEN AND APPRENTICE|398|T|783109
304885|2102|Agency Fee Payers|0|F|783109
301957|2101|RESIDENTIAL WIREMAN|11|T|780698
301956|2101|JOURNEYMAN WIREMAN|674|T|780698
301964|2101|RCW 1-5|3|T|780698
301963|2101|CW 1-5|15|T|780698
301962|2101|LRI|7|T|780698
301961|2101|APPRENTICE WIREMAN|82|T|780698
301960|2101|JOURNEYMAN SIGNMAN|9|T|780698
301959|2101|APPRENTICE TELECOM INST TECH|11|T|780698
301958|2101|TELECOM INSTALL TECH|55|T|780698
301853|2101|Active Members|202|T|780594
301854|2102|Agency Fee Payers|0|F|780594
302808|2101|Shopmen|957|T|782141
302810|2101|Pending (Initiation or Reinstatement)|17|F|782141
302809|2101|Retirees|148|F|782141
301895|2101|Journeyman Engineer|202|T|780660
301897|2101|Stationary|93|T|780660
301896|2101|Apprentice Engineer|2|T|780660
303745|2101|Pensioner|42|F|782570
303743|2101|Journeyman|112|T|782570
303744|2101|Apprentice|50|F|782570
303749|2102|Agency Fee Payers|0|F|782570
303748|2101|Probationary|4|F|782570
303747|2101|Military|0|T|782570
303746|2101|Honorary|19|F|782570
301557|2101|MEMBERS OF AFFILIATED LOCAL UNIONS IN THE DISTRICT COUNCIL'S GEOGRAPHIC AREA|4881|T|777797
301517|2101|JOURNEYMAN|1081|T|777749
301522|2102|Agency Fee Payers|0|F|777749
301521|2101|EARLY RETIRED AND DISABLED|100|T|777749
301520|2101|HONORARY MEMBERS|73|T|777749
301519|2101|RETIRED|67|T|777749
301518|2101|APPRENTICE|349|T|777749
302296|2101|ACTIVE|503|T|781900
302298|2102|Agency Fee Payers|0|F|781900
302297|2101|RETIREES|165|T|781900
303170|2101|"A" Members|1987|T|782291
303171|2101|"BA" Members|719|T|782291
304329|2101|624|717|T|782869
304332|2102|Agency Fee Payers|0|F|782869
304331|2101|624C|277|T|782869
304330|2101|624B|34|T|782869
303412|2101|PROBATIONARY|10|F|782454
303417|2102|Agency Fee Payers|0|F|782454
303416|2101|MILITARY|2|F|782454
303415|2101|LIFETIME|76|F|782454
303414|2101|HONORARY|80|F|782454
303413|2101|APPRENTICESHIP|70|F|782454
303411|2101|JOURNEYMAN|666|T|782454
302624|2101|Member|743|T|782062
302627|2101|Honorary|44|T|782062
302626|2101|Retired|30|T|782062
302625|2101|Apprentices|198|T|782062
304414|2101|A MEMBERS|28|T|782897
304415|2101|BA MEMBERS|320|T|782897
302433|2101|JOURNEYMAN|1218|T|781983
302437|2101|HONORARY|83|T|781983
302436|2101|RETIRED|212|T|781983
302435|2101|DISABLED|25|T|781983
302434|2101|APPRENTICE|521|T|781983
304434|2101|Regular members|741|T|782907
304436|2101|BA Members - withdrawn|50|F|782907
304435|2101|Initiaions|4|T|782907
302444|2101|Journeyman|2542|T|781986
302447|2101|Honorary|152|T|781986
302446|2101|Retired|121|T|781986
302445|2101|Apprentice|446|T|781986
301500|2101|MECHANICS|92|T|777732
301501|2101|APPRENTICES|30|T|777732
304599|2101|PROBATIONARY|5|F|782995
304604|2101|MILITARY|6|F|782995
304603|2101|LIFETIME|476|F|782995
304602|2101|HONORARY|191|F|782995
304601|2101|JOURNEYMAN|1370|T|782995
304600|2101|APPRENTICE|164|F|782995
303032|2101|Trainees|12|F|782249
303031|2101|Journeymen|820|T|782249
303035|2101|Pensioners|403|F|782249
303034|2101|Honorary|166|F|782249
303033|2101|Apprentices|154|F|782249
305096|2101|Local Unions|19|T|784415
304180|2101|Active Members|511|T|782798
304181|2101|Lifetime Members|34|T|782798
302357|2101|JOURNEYMEN|186|T|781949
302360|2102|Agency Fee Payers|0|F|781949
302359|2101|RETIREE|39|T|781949
302358|2101|APPRENTICE|51|F|781949
302576|2101|Journeymen|173|T|782039
302580|2101|Probationary|6|F|782039
302579|2101|Lifetime|85|F|782039
302578|2101|Honorary|21|F|782039
302577|2101|Apprentice|18|F|782039
302830|2101|ELECTRICAL WORKERS|115|T|782149
302811|2101|Regular Members|456|T|782142
302816|2101|Early Retired Members|25|T|782142
302815|2101|Retired Members|62|T|782142
302814|2101|Disabled Members|19|T|782142
302813|2101|Honorary Members|48|T|782142
302812|2101|Apprentice Members|78|T|782142
303884|2101|Journeyman|565|T|782622
303889|2101|Military|1|F|782622
303888|2101|Probationary|2|F|782622
303887|2101|Honorary|129|T|782622
303886|2101|Lifetime|266|T|782622
303885|2101|Apprentice|46|F|782622
303642|2101|Apprentice|152|F|782529
303647|2102|Agency Fee Payers|0|F|782529
303646|2101|Probationary|78|F|782529
303645|2101|Honorary|113|T|782529
303644|2101|Lifetime Honorary|395|F|782529
303643|2101|Journeymen|1071|T|782529
301988|2101|REGULAR MEMBERS|531|T|780709
301990|2101|GOLD MEMBERS|3|T|780709
301989|2101|RETIREES|26|T|780709
301788|2101|JOURNEYMAN|1339|T|780558
301792|2102|Agency Fee Payers|0|F|780558
301791|2101|HONORARY|195|T|780558
301790|2101|RETIRED|665|T|780558
301789|2101|APPRENTICE|234|T|780558
301483|2101|A MEMBERS|1089|T|777694
301485|2102|Agency Fee Payers|0|F|777694
301484|2101|BA MEMBERS|4|T|777694
301348|2101|A MEMBERS|1733|T|777409
301351|2102|Agency Fee Payers|0|F|777409
301350|2101|RETIREE|1615|F|777409
301349|2101|BA MEMBERS|1762|T|777409
302055|2101|APPRENTICES|139|F|780756
302058|2102|Agency Fee Payers|0|F|780756
302057|2101|PENSIONERS AND HONORARY|334|T|780756
302056|2101|JOURNEYMEN|1140|T|780756
304047|2101|"A" Members|69|T|782694
304048|2101|"BA" Members|96|T|782694
304915|2101|Section 50 Disabled|1|T|783127
304920|2101|Retired Member|22|T|783127
304919|2101|Member - Regular|816|T|783127
304918|2101|Called Military Service|0|T|783127
304917|2101|Honorary Member|11|T|783127
304916|2101|Apprentice Level 1-8|126|T|783127
302261|2101|JOURNEYMAN|509|T|781886
302266|2102|Agency Fee Payers|0|F|781886
302265|2101|EARLY RETIREE OR DISABLED|87|T|781886
302264|2101|HONORARY MEMBERS|38|T|781886
302263|2101|RETIRED MEMBER|44|T|781886
302262|2101|APPRENTICES|68|T|781886
305255|2101|Full Time|921|T|785524
305256|2101|Part Time|1741|T|785524
303506|2101|JOURNEYMAN|408|T|782487
303509|2102|Agency Fee Payers|0|F|782487
303508|2101|RETIREES|150|T|782487
303507|2101|APPRENTICES|63|F|782487
304175|2101|APPRENTICES|68|F|782796
304179|2101|OTHER|75|F|782796
304178|2101|HONORARY|23|F|782796
304177|2101|PENSIONERS|82|F|782796
304176|2101|JOURNEYMEN|163|T|782796
304172|2101|A|918|T|782793
304174|2102|Agency Fee Payers|0|F|782793
304173|2101|BA|621|T|782793
302922|2101|Regular|660|T|782196
302926|2102|Agency Fee Payers|0|F|782196
302925|2101|Retirees|129|F|782196
302924|2101|Industrials|187|T|782196
302923|2101|Apprentices|110|T|782196
303896|2101|Apprentices|71|F|782626
303901|2101|Probationaries|2|F|782626
303900|2101|Military|1|F|782626
303899|2101|Lifetime|72|F|782626
303898|2101|Journeymen|355|T|782626
303897|2101|Honorary|32|F|782626
305248|2101|Full Time Union Members|1532|T|785510
302857|2101|Journeyman|166|T|782156
302861|2101|Maintenance|0|T|782156
302860|2101|Construction Wireman|3|T|782156
302859|2101|Teledata Tech / Apprentice|2|T|782156
302858|2101|Apprentice|60|T|782156
304070|2101|Journeymen|456|T|782725
304074|2101|Tradesmen|48|T|782725
304073|2101|Life Members|97|T|782725
304072|2101|Retired Members|88|T|782725
304071|2101|Apprentices|122|F|782725
303212|2101|Pensioners with less than 25 years of Membership|6|T|782309
303207|2101|Journeyman|260|T|782309
303211|2101|Pensioners with 25 years of Membership|53|T|782309
303210|2101|Apprentice - WC|1|F|782309
303209|2101|Journeyman - WC|3|T|782309
303208|2101|Apprentice|79|F|782309
303213|2102|Agency Fee Payers|3|F|782309
300363|2101|Journeymen|592|T|754634
300368|2101|Financial Core and Pre-apprentices|17|F|754634
300367|2101|Public sector|24|T|754634
300366|2101|Retirees|118|T|754634
300365|2101|Apprentices Fourth through Fifth|73|T|754634
300364|2101|Apprentices First through Third|203|F|754634
303685|2101|"A" members|2|T|782550
303687|2102|Agency Fee Payers|1|F|782550
303686|2101|"BA" members|1368|T|782550
304090|2101|Inside Journeyman Wireman and Apprentices|1698|T|782746
304096|2102|Agency Fee Payers|2|F|782746
304095|2101|Lighting Fixture Maintenance|5|T|782746
304094|2101|Instrument Technicians|14|T|782746
304093|2101|Material Handlers|50|T|782746
304092|2101|Sound and Communication and Aprentices|137|T|782746
304091|2101|Residential Wireman and Apprentices|37|T|782746
304416|2101|JOURNEYMAN|917|T|782899
304423|2102|Agency Fee Payers|0|F|782899
304422|2101|HONORARY|76|T|782899
304421|2101|TRAINEES|0|F|782899
304420|2101|MILITARY|3|T|782899
304419|2101|LIFETIME/PENSIONERS|312|T|782899
304418|2101|PROBATIONARIES|23|F|782899
304417|2101|APPRENTICE|225|F|782899
302028|2101|GENERAL MEMBERSHIP|1761|T|780750
302034|2101|APRENTICE|131|T|780750
302033|2101|RETIREE|812|T|780750
302032|2101|QUARRY|50|T|780750
302031|2101|RESIDENTIAL|282|T|780750
302030|2101|PLANT|96|T|780750
302029|2101|LANDSCAPE|325|T|780750
305294|2101|Journeymen|681|T|785606
305295|2101|Retirees|99|F|785606
302111|2101|ACTIVE MEMBERSHIP|1648|T|780813
302112|2102|Agency Fee Payers|0|F|780813
302397|2101|Journeyman|1347|T|781965
302400|2101|Non-Certified Journeyman|2|T|781965
302399|2101|Retirees|155|T|781965
302398|2101|Apprentice|68|T|781965
304893|2101|Regular Members|1501|T|783116
303338|2101|GMC (General Merchandise Clerk)|921|T|782373
303330|2101|Food Clerk|1051|T|782373
303337|2101|Utility Clerk|13|T|782373
303336|2101|Liquor Clerk|1|T|782373
303335|2101|Candy Clerk|14|T|782373
303334|2101|Drug Clerk|951|T|782373
303333|2101|Pharmacy Member|106|T|782373
303332|2101|Bakery Clerk|50|T|782373
303331|2101|Courtesy Clerk|209|T|782373
303340|2102|Agency Fee Payers|4|F|782373
303339|2101|Cigar Clerk|2|T|782373
304894|2101|Journeymen|635|T|783118
304898|2101|Out of work|165|T|783118
304897|2101|Sick|40|T|783118
304896|2101|Apprentices|10|T|783118
304895|2101|Helpers|20|T|783118
302739|2101|Journeyman|489|T|782120
302744|2101|Military|2|F|782120
302743|2101|Probationary|13|F|782120
302742|2101|Honorary|59|F|782120
302741|2101|Lifetime|230|F|782120
302740|2101|Apprentice|28|F|782120
303890|2101|JOURNEYMAN|208|T|782624
303895|2101|PROBATIONARY|1|F|782624
303894|2101|HONORARY MEMBERS|13|T|782624
303893|2101|INTERNATIONAL RETIREES|80|T|782624
303892|2101|NY RETIREES|25|T|782624
303891|2101|APPRENTICES|49|F|782624
303766|2101|"A" Members|1747|T|782580
303768|2102|Agency Fee Payers|12|F|782580
303767|2101|"BA" Members|2436|T|782580
301375|2101|Apprentices|95|F|777477
301380|2101|Probationaries|4|F|777477
301379|2101|Military|2|F|777477
301378|2101|Honorary|68|T|777477
301377|2101|Pensioners|191|T|777477
301376|2101|Journeymen|388|T|777477
304381|2101|Journeymen|269|T|782892
304384|2101|Life Members|31|T|782892
304383|2101|Retirees|25|T|782892
304382|2101|Apprentices|28|F|782892
302964|2101|Operating Engineers|2327|T|782219
304568|2101|Apprentice|200|F|782975
304567|2101|Pre-apprentice|53|F|782975
304571|2101|Honorary|115|F|782975
304570|2101|Lifetime|340|F|782975
304569|2101|Journeyman|1827|T|782975
304638|2101|ACTIVE MEMBERS|8093|T|783016
304642|2102|Agency Fee Payers|12|F|783016
304641|2101|SUSPENDED MEMBERS|685|F|783016
304640|2101|GOLD MEMBERS|326|T|783016
304639|2101|RETIRED MEMBERS|839|T|783016
303637|2101|JOURNEYMAN|697|T|782527
303641|2102|Agency Fee Payers|0|F|782527
303640|2101|HONORARY|39|T|782527
303639|2101|RETIREE|83|T|782527
303638|2101|APPRENTICE|135|T|782527
301710|2101|Member|831|T|778113
301706|2101|Disabled|37|T|778113
301709|2101|Honorary|213|F|778113
301708|2101|Early Retiree|70|T|778113
301707|2101|Apprentice|213|T|778113
301712|2101|In Service|2|F|778113
301711|2101|Retired|126|T|778113
300888|2101|Regular Members|40655|T|766144
300910|2102|Agency Fee Payers|63|F|766144
300909|2101|Pending Apprentice|133|F|766144
300908|2101|Walk -in|8|F|766144
300907|2101|Retired|1453|T|766144
300906|2101|Pre Apprentice|122|T|766144
300905|2101|Called Military Service|34|F|766144
300904|2101|Honorary Member|1659|T|766144
300903|2101|Early Retiree|1576|T|766144
300902|2101|Contractor Member|1|F|766144
300901|2101|Apprentice Dropped|1671|T|766144
300900|2101|Section 50 Disabled|375|T|766144
300899|2101|Apprentice Level 10|40|T|766144
300898|2101|Apprentice Level 9|36|T|766144
300897|2101|Apprentice Level 8|1067|T|766144
300896|2101|Apprentice Level 7|1117|T|766144
300895|2101|Apprentice Level 6|1160|T|766144
300894|2101|Apprentice Level 5|1237|T|766144
300893|2101|Apprentice Level 4|1212|T|766144
300892|2101|Apprentice Level 3|1209|T|766144
300891|2101|Apprentice Level 2|1080|T|766144
300890|2101|Apprentice Level 1|1826|T|766144
300889|2101|Apprentice|18|T|766144
301498|2101|Union affiliates as member|22|T|777730
301497|2101|Individual members of unions; per capita paid on them|9792|F|777730
301499|2101|Delegates from union affiliates|82|T|777730
302182|2101|REGULAR MEMBERS|253|T|780861
303801|2101|A-NONMANUFACTURING|232|T|782593
303802|2101|BA - MANUFACTURING|30|T|782593
301302|2101|SEIU LOCAL 1 MEMBERS|6173|T|777223
301305|2102|Agency Fee Payers|0|F|777223
301304|2101|SEIU HCII MEMBERS|1771|T|777223
301303|2101|SEIU LOCAL 513 MEMBERS|800|T|777223
301187|2101|ACTIVE MEMBERS|375|T|773737
301188|2101|RETIRED MEMBERS|94|T|773737
303673|2101|ACTIVE DUES PAYING|1669|T|782539
301108|2101|Apprentices 1st - 3rd year|101|F|773514
301111|2101|Retirees|100|T|773514
301110|2101|Journeymen|501|T|773514
301109|2101|Apprentices 4th & 5th year|57|T|773514
304514|2101|DISABLED|23|T|782947
304523|2101|RETIRED|78|T|782947
304522|2101|PRE-APPRENTICE|44|T|782947
304521|2101|MEMBER|513|T|782947
304520|2101|IN SERVICE|1|T|782947
304519|2101|HONORARY|52|T|782947
304518|2101|EARLY RETIRED|128|T|782947
304517|2101|APPRENTICE L01-L09|113|T|782947
304516|2101|APPRENTICE DROPPED|10|T|782947
304515|2101|APPLICANT|0|T|782947
302776|2101|MILITARY SERVICE|6|T|782127
302774|2101|RETIRED OR DISABLED|212|T|782127
302775|2101|HONORARY MEMBER|72|T|782127
302777|2101|ACTIVE MEMBER|919|T|782127
302676|2101|ACTIVE MEMBERS|2134|T|782086
302677|2101|RETIRED MEMBERS|489|F|782086
303780|2101|Apprentice|24|F|782585
303779|2101|Journeyman|226|T|782585
303783|2101|Probationary|9|T|782585
303782|2101|Honorary|38|T|782585
303781|2101|Lifetime|103|T|782585
303075|2101|General|1916|T|782265
301306|2101|Dues-Paying Members|2981|T|777224
304505|2101|Journeyman|803|T|782940
304508|2101|Retired|173|T|782940
304507|2101|Life Members|77|T|782940
304506|2101|Apprentices - year 1-3|170|F|782940
303973|2101|"A" Members|586|F|782658
303974|2101|"BA" Members|939|F|782658
302862|2101|103|3577|T|782159
302867|2102|Agency Fee Payers|0|F|782159
302866|2101|103R|139|T|782159
302865|2101|103D|0|T|782159
302864|2101|103C|298|T|782159
302863|2101|103B|4|T|782159
302326|2101|Journeyman|2874|T|781922
302334|2101|Trainee|0|F|781922
302333|2101|Military|4|F|781922
302332|2101|Shop Retired|8|F|781922
302331|2101|Lifetime|890|F|781922
302330|2101|Honorary|176|F|781922
302329|2101|Apprentice|547|F|781922
302328|2101|Probationary|264|F|781922
302327|2101|Shopman|33|T|781922
303159|2101|Journeyman|375|T|782289
303164|2101|Military|1|T|782289
303163|2101|Honorary|27|F|782289
303162|2101|Lifetime|150|F|782289
303161|2101|Probationary|2|F|782289
303160|2101|Apprentices|100|F|782289
304122|2101|Active|545|T|782773
304125|2102|Agency Fee Payers|0|F|782773
304124|2101|Apprentice|61|T|782773
304123|2101|Retiree|687|F|782773
304474|2101|Journeyman|338|T|782924
304478|2101|Retirees|83|T|782924
304477|2101|Construction Electrician|68|T|782924
304476|2101|Construction Wireman|38|T|782924
304475|2101|Apprentice|45|T|782924
303968|2101|APPRENTICESHIPS|33|F|782657
303972|2101|PROBATIONARIES|23|F|782657
303971|2101|LIFETIME|137|F|782657
303970|2101|HONORARY|25|F|782657
303969|2101|JOURNEYMAN|199|T|782657
302596|2101|A MEMBERS|390|T|782045
302598|2102|Agency Fee Payers|0|F|782045
302597|2101|BA MEMBERS|63|T|782045
300603|2101|ACTIVE MEMBER|471|T|756189
300607|2101|OFFICIAL MEMBER|48|F|756189
300606|2101|LIFE MEMBER|64|F|756189
300605|2101|UNEMPLOYED MEMBER|0|F|756189
300604|2101|RETIRED MEMBER|6|F|756189
301891|2101|ACTIVE|689|T|780651
301893|2101|APPRENTICES|28|T|780651
301892|2101|RETIREES|169|T|780651
304197|2101|REGULAR MEMBERS|337|T|782822
301246|2101|VOTING AND DUES PAYING MEMBERS|338|T|774030
301247|2102|Agency Fee Payers|0|F|774030
302874|2101|Pipefitter Apprentice|10|F|782162
302886|2101|Mechanical Equipment Service Serviceman Journeyman|37|T|782162
302885|2101|Mechanical Equipment Service Journeyman|62|T|782162
302884|2101|Mechanical Equipment Service Apprentice|26|F|782162
302883|2101|Mechanical Equipment Service Tradesman Helper|11|F|782162
302882|2101|Building Trades Apprentice|42|F|782162
302881|2101|Steamfitter Pipefitter Journeyman|2|T|782162
302880|2101|Steamfitter Journeyman|3|T|782162
302879|2101|Refrigeration Tradesman Journeyman|1|T|782162
302878|2101|Plumber Journeyman|132|T|782162
302877|2101|Plumber Apprentice|1|F|782162
302876|2101|Pipefitter Refrigeration Journeyman|53|T|782162
302875|2101|Pipefitter Journeyman|348|T|782162
305149|2101|REGULAR|153|T|785302
305152|2101|50 YEAR RETIRED|3|T|785302
305151|2101|APPRENTICE|20|T|785302
305150|2101|RETIRED|68|T|785302
