OID|INV_TYPE|NAME|AMOUNT|RPT_ID
377468|706|Other Investments Total Book Value||782289
377458|704|Marketable Securities Total BookValue|1654867|782289
377459|701|Federal Farm CR Due 11/16/35 3133EMGM8|198306|782289
377460|701|U.S. Bancorp Due 07/15/22 91159JAA4|114803|782289
377461|701|Wells Fargo & C Due 08/15/23 94974BFN5|161182|782289
377462|701|Anthem, Inc. Due 01/15/25 036752AJ2|418233|782289
377457|703|Marketable Securities Total Cost|1608899|782289
378534|703|Marketable Securities Total Cost||782773
378535|704|Marketable Securities Total BookValue||782773
378536|705|Other Investments Total Cost||782773
378537|706|Other Investments Total Book Value||782773
376830|703|Marketable Securities Total Cost|1013766|782045
376831|704|Marketable Securities Total BookValue|1165207|782045
376832|701|79000SHS FEDERAL NATL MTG ASSN NOTE|79005|782045
376833|701|86000SHS FED HOME LOAN BA SER|85887|782045
376834|701|143000SHS MIZRAHI TEFAHOT BK LTD CD|143000|782045
376835|701|81000SHS TIAA FSB JACKSONVILLE FLA|82716|782045
376836|705|Other Investments Total Cost||782045
376837|706|Other Investments Total Book Value||782045
374392|703|Marketable Securities Total Cost|109141|756189
374393|704|Marketable Securities Total BookValue|109141|756189
374394|701|FED. HOME LOAN MORTGAGE CORP. - $7,000 FACE VALUE|7267|756189
374395|701|FED. NATIONAL MORTGAGE ASSN. - $6,000 FACE VALUE|6017|756189
374396|701|FED. NATIONAL MORTGAGE ASSN. - $12,0000 FACE VALUE|12007|756189
374397|705|Other Investments Total Cost||756189
374398|706|Other Investments Total Book Value||756189
376053|703|Marketable Securities Total Cost|1736629|780651
376054|704|Marketable Securities Total BookValue|1947016|780651
376055|701|BLUE WATER ACQ CORP|140364|780651
376056|701|BREEZE ACQ CORP|125500|780651
376057|701|HPX ACQ CORP|126573|780651
376058|701|INDUSTRIAL TECH ACQ CORP|130130|780651
376059|701|KINGSWOOD ACQ CORP|140462|780651
376060|701|LIV CAPITAL ACQ CORP|127500|780651
376061|705|Other Investments Total Cost|2716171|780651
376062|706|Other Investments Total Book Value|2786766|780651
376063|702|AIG ANNUITY|558671|780651
376064|702|AMERICAN NATIONAL ANNUITY|1119741|780651
376065|702|ANNUITY - NEW|552955|780651
376066|702|LIBERTY LIFE ANNUITY|553399|780651
375206|705|Other Investments Total Cost||774030
375204|703|Marketable Securities Total Cost||774030
375207|706|Other Investments Total Book Value||774030
375205|704|Marketable Securities Total BookValue||774030
377146|706|Other Investments Total Book Value||782162
377140|703|Marketable Securities Total Cost|773270|782162
377141|704|Marketable Securities Total BookValue|844304|782162
377142|701|Vanguard Short Term Invest Gr Adm|117993|782162
377143|701|Vanguard Total Bond Mkt Index Adm|470156|782162
377144|701|Vanguard Stock Mkt Idx Adm|256155|782162
377145|705|Other Investments Total Cost||782162
378801|703|Marketable Securities Total Cost||782878
378802|704|Marketable Securities Total BookValue||782878
378803|705|Other Investments Total Cost||782878
378804|706|Other Investments Total Book Value||782878
376170|703|Marketable Securities Total Cost|6691201|780712
376171|704|Marketable Securities Total BookValue|6691201|780712
376172|701|Metropolitan West Interm Bond Fund|5196441|780712
376173|701|Vanguard Total Stock Market Index Fund|1494760|780712
376174|705|Other Investments Total Cost|4418327|780712
376175|706|Other Investments Total Book Value|4418327|780712
376176|702|NIS Intermediate Fixed Income Fund|3446915|780712
376177|702|NIS High Yield Fund|339023|780712
376178|702|NIS Total Absolute Return Fund|632389|780712
377081|703|Marketable Securities Total Cost|0|782146
377082|704|Marketable Securities Total BookValue|0|782146
377083|701|N/A|0|782146
377084|705|Other Investments Total Cost|0|782146
377085|706|Other Investments Total Book Value|0|782146
377086|702|N/A|0|782146
377027|703|Marketable Securities Total Cost|0|782131
377028|704|Marketable Securities Total BookValue|0|782131
377029|701|NONE|0|782131
377030|705|Other Investments Total Cost|0|782131
377031|706|Other Investments Total Book Value|0|782131
377032|702|NONE|0|782131
378203|703|Marketable Securities Total Cost|106653|782610
378204|704|Marketable Securities Total BookValue|106075|782610
378205|701|Western Asset Intermediate Term Municipals Fd Cl C|106075|782610
378206|705|Other Investments Total Cost||782610
378207|706|Other Investments Total Book Value||782610
377883|703|Marketable Securities Total Cost||782524
377884|704|Marketable Securities Total BookValue||782524
377885|705|Other Investments Total Cost||782524
377886|706|Other Investments Total Book Value||782524
376094|704|Marketable Securities Total BookValue|3611516|780670
376093|703|Marketable Securities Total Cost|2615625|780670
376095|705|Other Investments Total Cost|0|780670
376096|706|Other Investments Total Book Value|0|780670
378989|703|Marketable Securities Total Cost|0|782950
378990|704|Marketable Securities Total BookValue|0|782950
378991|705|Other Investments Total Cost|0|782950
378992|706|Other Investments Total Book Value|0|782950
377424|706|Other Investments Total Book Value||782281
377422|704|Marketable Securities Total BookValue||782281
377423|705|Other Investments Total Cost||782281
377421|703|Marketable Securities Total Cost||782281
375401|703|Marketable Securities Total Cost||777562
375402|704|Marketable Securities Total BookValue||777562
375403|705|Other Investments Total Cost||777562
375404|706|Other Investments Total Book Value||777562
376166|703|Marketable Securities Total Cost|11252|780711
376167|704|Marketable Securities Total BookValue|35958|780711
376168|705|Other Investments Total Cost||780711
376169|706|Other Investments Total Book Value||780711
376091|706|Other Investments Total Book Value|0|780668
376087|703|Marketable Securities Total Cost|0|780668
376092|702|N/A|0|780668
376088|704|Marketable Securities Total BookValue|0|780668
376089|701|N/A|0|780668
376090|705|Other Investments Total Cost|0|780668
376038|703|Marketable Securities Total Cost||780616
376039|704|Marketable Securities Total BookValue||780616
376040|705|Other Investments Total Cost|10000|780616
376041|706|Other Investments Total Book Value|10000|780616
376042|702|OAK FINANCIAL, INC. - COMMON STOCK - 500 SHARES|10000|780616
376892|703|Marketable Securities Total Cost|1570919|782078
376893|704|Marketable Securities Total BookValue|2089734|782078
376894|701|RBC Wealth Management General Fund|1771464|782078
376895|701|RBC Wealth Management Stocker Fund|318270|782078
376896|705|Other Investments Total Cost||782078
376897|706|Other Investments Total Book Value||782078
375405|703|Marketable Securities Total Cost|3125208|777583
375406|704|Marketable Securities Total BookValue|3124171|777583
375407|701|DODGE & COX MUTUAL FUND|1230086|777583
375408|701|VANGUARD BALANCED INDEX FUND ADM- MUTUAL FUND|720118|777583
375409|701|PAYDEN LOW DURATION BOND FUND|319686|777583
375410|705|Other Investments Total Cost|500|777583
375411|706|Other Investments Total Book Value|500|777583
376888|703|Marketable Securities Total Cost||782072
376889|704|Marketable Securities Total BookValue||782072
376890|705|Other Investments Total Cost||782072
376891|706|Other Investments Total Book Value||782072
377793|703|Marketable Securities Total Cost||782492
377794|704|Marketable Securities Total BookValue||782492
377795|705|Other Investments Total Cost||782492
377796|706|Other Investments Total Book Value||782492
378701|701|Vanguard Total Stock Market IDX Fund Institutional|1278896|782851
378702|705|Other Investments Total Cost||782851
378703|706|Other Investments Total Book Value||782851
378698|704|Marketable Securities Total BookValue|11501059|782851
378699|701|Vanguard Intermediate - Term Investment Grade Adm|3561235|782851
378700|701|Vanguard Short Term Investment Grade Inst|6660928|782851
378697|703|Marketable Securities Total Cost|11501059|782851
375375|703|Marketable Securities Total Cost||777486
375376|704|Marketable Securities Total BookValue||777486
375377|705|Other Investments Total Cost||777486
375378|706|Other Investments Total Book Value||777486
379210|703|Marketable Securities Total Cost|53842|783023
379211|704|Marketable Securities Total BookValue|51485|783023
379212|701|CA STATE GENERAL OBLIG HWY BOND|51485|783023
379213|705|Other Investments Total Cost||783023
379214|706|Other Investments Total Book Value||783023
378322|704|Marketable Securities Total BookValue||782650
378323|705|Other Investments Total Cost||782650
378324|706|Other Investments Total Book Value||782650
378321|703|Marketable Securities Total Cost||782650
376395|703|Marketable Securities Total Cost|14545043|780864
376396|704|Marketable Securities Total BookValue|14545043|780864
376397|701|AFL-CIO Housing Trust|1855682|780864
376398|701|Guggenheim Limited (GILHX)|2775659|780864
376399|701|All other marketable securities |9913522|780864
376400|705|Other Investments Total Cost||780864
376401|706|Other Investments Total Book Value||780864
374309|703|Marketable Securities Total Cost|352630|755978
374310|704|Marketable Securities Total BookValue|352630|755978
374311|701|AMERICAN GW FUND OF AMERICA  F2 - 554.136 SHARES|21853|755978
374312|701|LOOMIS SAYLES BOND INST - 10,625.117 SHARES|148276|755978
374313|701|LORD ABBETT FUNDAMENTAL EQ FUND - 4,374.047 SHARES|53863|755978
374314|701|PIMCO TOTAL RETURN I2 - 11,460.307 SHARES|120522|755978
374315|705|Other Investments Total Cost||755978
374316|706|Other Investments Total Book Value||755978
378797|703|Marketable Securities Total Cost||782873
378798|704|Marketable Securities Total BookValue||782873
378799|705|Other Investments Total Cost||782873
378800|706|Other Investments Total Book Value||782873
374705|703|Marketable Securities Total Cost|1268754|766081
374706|704|Marketable Securities Total BookValue|1266091|766081
374707|705|Other Investments Total Cost|247752|766081
374708|706|Other Investments Total Book Value|247752|766081
374709|702|MASON TRADES BUILDING ASSOCIATION|247752|766081
379350|703|Marketable Securities Total Cost|113899|783066
379351|704|Marketable Securities Total BookValue|113899|783066
379352|701|2540 shares MS Market Linked Note (SOZNE)|27914|783066
379353|701|2500 shares MS Market Linked Note (SPX SX5E TPX)|26560|783066
379354|701|3000 shares MS Market Linked Note (SPZWQ)|32999|783066
379355|701|2500 shares MS Market Linked Note (SQAQJ)|26426|783066
379356|705|Other Investments Total Cost||783066
379357|706|Other Investments Total Book Value||783066
378159|701|Fidelity Government Money Market Daily Fund|24865|782594
378160|705|Other Investments Total Cost||782594
378161|706|Other Investments Total Book Value||782594
378158|704|Marketable Securities Total BookValue|24865|782594
378157|703|Marketable Securities Total Cost|24865|782594
379670|703|Marketable Securities Total Cost|597191|785325
379671|704|Marketable Securities Total BookValue|604772|785325
379672|701|Fannie Mae|65637|785325
379673|701|Fannie Mae|66492|785325
379674|701|Fannie Mae|65890|785325
379675|701|Fannie Mae|69993|785325
379676|701|Fannie Mae|41589|785325
379677|701|Fannie Mae|60089|785325
379678|701|Fannie Mae|65935|785325
379679|701|Federal Home LN Banks|30569|785325
379680|701|Freddie Mac|59935|785325
379681|701|Freddie Mac|69963|785325
379682|705|Other Investments Total Cost||785325
379683|706|Other Investments Total Book Value||785325
379097|703|Marketable Securities Total Cost||782991
379098|704|Marketable Securities Total BookValue||782991
379099|705|Other Investments Total Cost||782991
379100|706|Other Investments Total Book Value||782991
377797|703|Marketable Securities Total Cost||782495
377798|704|Marketable Securities Total BookValue||782495
377799|705|Other Investments Total Cost||782495
377800|706|Other Investments Total Book Value||782495
379475|701|PGIM Total Return Bond Fund|3020865|783152
379473|703|Marketable Securities Total Cost|16274802|783152
379476|701|PGIM Short Term Fund|2165997|783152
379477|701|Nuveen ESG Small Cap Fund|1152814|783152
379478|705|Other Investments Total Cost||783152
379479|706|Other Investments Total Book Value||783152
379474|704|Marketable Securities Total BookValue|17852967|783152
376460|703|Marketable Securities Total Cost|3055196|780898
376461|704|Marketable Securities Total BookValue|3055196|780898
376462|701|Vanguard Value ETF|787430|780898
376463|701|Vanguard Growth ETF|560156|780898
376464|701|Vanguard Intermediate Term Bond ETF|255257|780898
376465|701|Vanguard Total Intl Stock ETF|351027|780898
376466|705|Other Investments Total Cost||780898
376467|706|Other Investments Total Book Value||780898
378488|703|Marketable Securities Total Cost|1165|782730
378489|704|Marketable Securities Total BookValue|1165|782730
378490|705|Other Investments Total Cost||782730
378491|706|Other Investments Total Book Value||782730
377575|704|Marketable Securities Total BookValue||782330
377574|703|Marketable Securities Total Cost||782330
377576|705|Other Investments Total Cost||782330
377577|706|Other Investments Total Book Value||782330
376989|703|Marketable Securities Total Cost|191333|782122
376990|704|Marketable Securities Total BookValue|240081|782122
376991|701|FEDERATED MDT LARGE CAP GROWTH FUND|30355|782122
376992|701|GROWTH FUND OF AMERICA FUND|25210|782122
376993|701|NATIONWIDE ZIEGLER NYSE ARCA TECH 100 INDEX FUND|23927|782122
376994|701|FUNDAMENTAL INVESTORS FUND|23710|782122
376995|701|INVESCO EQUITY & INCOME FUND|23590|782122
376996|701|INVESCO COMSTOCK FUND|23467|782122
376997|701|FEDERATED TOTAL RETURN BOND FUND|21250|782122
376998|701|GUGGENHEIM MACRO OPPORTUNITY INST.|20518|782122
376999|701|FEDERATED KAUFMAN CLASS A FUND|19947|782122
377000|701|TOUCHSTONE ULTRA SHORT DURATION FIXED INCOME FUND|14608|782122
377001|701|TOUCHSTONE ACTIVE BOND FUND|13342|782122
377002|705|Other Investments Total Cost|172179|782122
377003|706|Other Investments Total Book Value|172179|782122
377004|702|15 YR MORTGAGE 4.25% INTEREST RATE|172179|782122
374399|703|Marketable Securities Total Cost||756212
374400|704|Marketable Securities Total BookValue|3857|756212
374401|705|Other Investments Total Cost||756212
374402|706|Other Investments Total Book Value||756212
375421|703|Marketable Securities Total Cost|1366453|777590
375422|704|Marketable Securities Total BookValue|1842580|777590
375423|701|American Funds American Balanced (AMBFX)|163620|777590
375424|701|AB Large Cap Growth FD Advisor (APGYX)|115344|777590
375425|701|Alger Weatherbie Specialized Growth Fund (ASMZX)|109297|777590
375426|701|American Funds American Balanced (BALCX)|130665|777590
375427|701|Fidelity Advisor Growth Opp Fund (FAGCX)|354221|777590
375428|701|Transamerica Short-term Bond Fund (ITACX)|124885|777590
375429|701|Clearbridge Select Fund (LBFIX)|124589|777590
375430|701|Transamerica Short-term Bond Fund (TSTIX)|154698|777590
375431|701|Vanguard Growth ETF (VUG)|121896|777590
375432|705|Other Investments Total Cost||777590
375433|706|Other Investments Total Book Value||777590
377643|703|Marketable Securities Total Cost|290253|782376
377644|704|Marketable Securities Total BookValue|364363|782376
377645|701|American BD Fund of America A|73588|782376
377646|701|American Growth Fund of America A|71547|782376
377647|701|American INTM BD Fund of America A|72648|782376
377648|701|American INV CO of America A|74280|782376
377649|701|American US Government SEC A|72300|782376
377650|705|Other Investments Total Cost|113500|782376
377651|706|Other Investments Total Book Value|113500|782376
377652|702|Investment in Realty Corp|113500|782376
378947|703|Marketable Securities Total Cost||782927
378948|704|Marketable Securities Total BookValue||782927
378949|705|Other Investments Total Cost||782927
378950|706|Other Investments Total Book Value||782927
378586|703|Marketable Securities Total Cost|0|782797
378587|704|Marketable Securities Total BookValue||782797
378588|705|Other Investments Total Cost|0|782797
378589|706|Other Investments Total Book Value||782797
377683|703|Marketable Securities Total Cost|2914345|782417
377684|704|Marketable Securities Total BookValue|3321293|782417
377685|701|Invesco BulletShares 2025 - 25,758 Shares|574661|782417
377686|701|iShares 7-10 Year Treasury Bond - 2,329 Shares|268976|782417
377687|701|Vanguard Total Bond Market EFT - 7,778 Shares|668052|782417
377688|705|Other Investments Total Cost||782417
377689|706|Other Investments Total Book Value||782417
377337|706|Other Investments Total Book Value|700|782252
377327|703|Marketable Securities Total Cost|518603|782252
377328|704|Marketable Securities Total BookValue|592764|782252
377329|701|PGIM High Yield|70211|782252
377330|701|Vanguard Short-Term Bond Index Fund|98927|782252
377331|701|Vanguard S&P SM-CAP 600|104639|782252
377332|701|Vanguard Growth Index Fund Admiral Shares|53824|782252
377333|701|American Funds Washington Mutual|99559|782252
377334|701|Vanguard Total International Stock Index Fund|43928|782252
377335|701|New York City NY Trans Bonds|31605|782252
377336|705|Other Investments Total Cost|700|782252
374623|703|Marketable Securities Total Cost|2726938|766007
374624|704|Marketable Securities Total BookValue|2726938|766007
374625|701|6,516 shs Vanguard FTSE All-World Ex-US|323335|766007
374626|701|2,554 shs Vanguard Interm-Term TSY ETF|167159|766007
374627|701|2,016 shs Vanguard Intermediate-Term Corp Bond ETF|172956|766007
374628|701|1,523 shs Vanguard S&P 500 |296117|766007
374629|701|2,917 shs Vanguard S&P Mid-Cap 400|294941|766007
374630|701|1,940 shs Vanguard Short Term Corp Bond Fund|154446|766007
374631|701|2,413 shs Vanguard Short-Term TSY ETF|147368|766007
374632|701|53,702 shs Neuberger Berman Strategic Inc Fd Cl R6|595738|766007
374633|701|443 uts Boyd Watterson GSA Fund LP|513428|766007
374634|705|Other Investments Total Cost||766007
374635|706|Other Investments Total Book Value||766007
379084|703|Marketable Securities Total Cost||782978
379085|704|Marketable Securities Total BookValue||782978
379086|705|Other Investments Total Cost||782978
379087|706|Other Investments Total Book Value|489062|782978
379088|702|Certificates of deposit|489062|782978
379059|701|AMERICAN FUNDS WASHINGTON MUTUAL INVESTORS FUND|139655|782973
379049|703|Marketable Securities Total Cost|1133032|782973
379060|705|Other Investments Total Cost|0|782973
379061|706|Other Investments Total Book Value|0|782973
379062|702|NONE|0|782973
379050|704|Marketable Securities Total BookValue|1529547|782973
379051|701|INVESCO AMERICAN FRANCHISE FUND|154878|782973
379052|701|LORD ABBETT SHORT|406548|782973
379053|701|INVESCO GLOBAL|151780|782973
379054|701|HARTFORD SHORT DURATION|100404|782973
379055|701|THORNBURG LTD TERM INC|100761|782973
379056|701|AMERICAN FUNDS EURO PACIFIC GROWTH FUND|82810|782973
379057|701|AMERICAN FUNDS GROWTH FUND|128694|782973
379058|701|AMERICAN FUNDS NEW ECONOMY FUND|132926|782973
375617|703|Marketable Securities Total Cost||777778
375618|704|Marketable Securities Total BookValue||777778
375619|705|Other Investments Total Cost|792840|777778
375620|706|Other Investments Total Book Value|792840|777778
375621|702|Certificates of Deposit|480379|777778
375622|702|Investment in the IW Real Estate Corporation|312461|777778
378993|703|Marketable Securities Total Cost|825137|782951
378994|704|Marketable Securities Total BookValue|825137|782951
378995|701|Merrill Lynch - Short Term|75000|782951
378996|701|Morgan Stanley - Short Term|70000|782951
378997|701|Merrill Lynch Investment - Equities|141171|782951
378998|701|Merrill Lynch Investment - Corporate Bonds|538966|782951
378999|705|Other Investments Total Cost||782951
379000|706|Other Investments Total Book Value||782951
376097|703|Marketable Securities Total Cost|2460508|780684
376098|704|Marketable Securities Total BookValue|2454633|780684
376099|701|Fidelity Govt MM Capital Reserves|282416|780684
376100|701|Thornburg Income TR LTD Term|235989|780684
376101|701|JP Morgan Investor Growth and Income|146317|780684
376102|701|JP Morgan Core Plus Bond A|142310|780684
376103|701|SPDR S&P Dividend ETF|330085|780684
376104|705|Other Investments Total Cost||780684
376105|706|Other Investments Total Book Value||780684
377955|704|Marketable Securities Total BookValue|5397577|782543
377954|703|Marketable Securities Total Cost|5397577|782543
377956|701|GS TRIGGER PLUS ON SX3E|288792|782543
377957|701|MS BUFFERED PLUS ON SX5E|439713|782543
377958|701|MS MARKET LINKED NOTE ON THE S&P 500 INDEX|339722|782543
377959|701|MS MARKET LINKED NOTE|516500|782543
377960|701|MS TRIGGER PLUS ON S&P 500 INDEX|792343|782543
377961|701|FRANKLIN RISING DIVIDENDS C|495872|782543
377962|701|JP MORGAN EQUITY INCOME C|388644|782543
377963|705|Other Investments Total Cost|3066333|782543
377964|706|Other Investments Total Book Value|3066333|782543
377965|702|INVESTMENT IN IRON WORKERS LOCAL 229|3066333|782543
378466|703|Marketable Securities Total Cost||782716
378467|704|Marketable Securities Total BookValue||782716
378468|705|Other Investments Total Cost||782716
378469|706|Other Investments Total Book Value||782716
378776|703|Marketable Securities Total Cost|41366074|782867
378777|704|Marketable Securities Total BookValue|41366074|782867
378778|701|JP Morgan U.S. Res Enhanced EQ|5748750|782867
378779|701|JP Morgan Short Duration Bond-Ultra|29763796|782867
378780|701|JP Morgan Managed Income Fund|5853528|782867
378781|705|Other Investments Total Cost||782867
378782|706|Other Investments Total Book Value||782867
377919|703|Marketable Securities Total Cost|0|782531
377920|704|Marketable Securities Total BookValue|0|782531
377921|705|Other Investments Total Cost||782531
377922|706|Other Investments Total Book Value||782531
377390|703|Marketable Securities Total Cost|2353950|782271
377391|704|Marketable Securities Total BookValue|2751155|782271
377392|701|Fidelity Govt Mmkt Capital Reserves Fund|361952|782271
377393|705|Other Investments Total Cost||782271
377394|706|Other Investments Total Book Value||782271
376838|703|Marketable Securities Total Cost|1181888|782046
376839|704|Marketable Securities Total BookValue|1737454|782046
376840|701|EQUITY FUNDS|1695917|782046
376841|701|MONEY FUNDS|41537|782046
376842|705|Other Investments Total Cost||782046
376843|706|Other Investments Total Book Value||782046
376529|704|Marketable Securities Total BookValue|593168|781918
376528|703|Marketable Securities Total Cost|593168|781918
376530|701|MUTUAL FUNDS|528971|781918
376531|701|CORPORATE STOCKS|64197|781918
376532|705|Other Investments Total Cost||781918
376533|706|Other Investments Total Book Value||781918
376910|703|Marketable Securities Total Cost||782081
376911|704|Marketable Securities Total BookValue||782081
376912|705|Other Investments Total Cost||782081
376913|706|Other Investments Total Book Value||782081
378725|703|Marketable Securities Total Cost|0|782856
378726|704|Marketable Securities Total BookValue||782856
378727|705|Other Investments Total Cost||782856
378728|706|Other Investments Total Book Value||782856
375849|703|Marketable Securities Total Cost|172827|778138
375850|704|Marketable Securities Total BookValue|172827|778138
375851|701|FT NORTH AMERICAN ENERGY|14796|778138
375852|701|VANGUARD FTSE EMERGING MKTS|11082|778138
375853|701|VANGUARD GROWTH ETF|18645|778138
375854|701|VANGUARD VALUE ETF INDEX|20733|778138
375855|701|INVESCO PERM US GOVT|10370|778138
375856|701|CAUSEWAY INTL VALUE|12508|778138
375857|701|CLEARBRIDGE INTL GROWTH|11917|778138
375858|701|LORD ABBETT SHT DURATION|25625|778138
375859|701|WESTERN ASSET CORE PLUS|29914|778138
375860|705|Other Investments Total Cost|500|778138
375861|706|Other Investments Total Book Value|500|778138
378932|703|Marketable Securities Total Cost|1087020|782919
378933|704|Marketable Securities Total BookValue|1392147|782919
378934|701|American Capital World Grw & Inc Class C|96823|782919
378935|701|American Fundamental Investors CL C|116136|782919
378936|701|Transamerica|70955|782919
378937|705|Other Investments Total Cost||782919
378938|706|Other Investments Total Book Value||782919
377801|703|Marketable Securities Total Cost|795222|782496
377802|704|Marketable Securities Total BookValue|808023|782496
377803|701|IShares MBS ETF|60906|782496
377804|705|Other Investments Total Cost||782496
377805|706|Other Investments Total Book Value||782496
377343|703|Marketable Securities Total Cost|410642|782254
377344|704|Marketable Securities Total BookValue|410642|782254
377345|701|CORPORATE STOCKS|246910|782254
377346|701|MUTUAL FUNDS|163732|782254
377347|705|Other Investments Total Cost||782254
377348|706|Other Investments Total Book Value||782254
377275|703|Marketable Securities Total Cost|10801412|782242
377276|704|Marketable Securities Total BookValue|16425983|782242
377277|701|VANGUARD 500 INDEX FUND|3537959|782242
377278|701|PIMCO INCOME FUND|2688215|782242
377279|701|AMERICAN FUNDS WASHINGTON MUTUAL INVESTORS FUND|2443924|782242
377280|701|AMERICAN FUNDS THE GROWTH FUND OF AMERICA|2051308|782242
377281|701|JP MORGAN SMALL CAP GROWTH FUND|1748094|782242
377282|701|FIDELITY ADVISOR HEALTH CARE FUND|1610594|782242
377283|701|AMERICAN FUNDS THE INCOME FUND OF AMERICA|1110321|782242
377284|701|JP MORGAN LARGE CAP GROWTH FUND|1085568|782242
377285|705|Other Investments Total Cost||782242
377286|706|Other Investments Total Book Value||782242
376493|703|Marketable Securities Total Cost|102066|781893
376494|704|Marketable Securities Total BookValue|146043|781893
376495|701|Franklin US Government Securities Fund|9448|781893
376496|701|Manning & Napier Pro-Blend Maximum Term Series S|69320|781893
376497|701|Manning & Napier Pro-Blend Moderate Term Series S|67267|781893
376498|705|Other Investments Total Cost||781893
376499|706|Other Investments Total Book Value||781893
359376|703|Marketable Securities Total Cost|0|740213
359377|704|Marketable Securities Total BookValue|0|740213
359378|701|N/A|0|740213
359379|705|Other Investments Total Cost|0|740213
359380|706|Other Investments Total Book Value|0|740213
359381|702|N/A|0|740213
379169|703|Marketable Securities Total Cost|1171894|783011
379170|704|Marketable Securities Total BookValue|1171894|783011
379171|701|American Cap Inc Builder C |364345|783011
379172|701|Franklin Rising Dividends|342208|783011
379173|701|JP Morgan Equity Income C|359878|783011
379174|705|Other Investments Total Cost|2037866|783011
379175|706|Other Investments Total Book Value|2037866|783011
379176|702| BCS MARKET LINKED NOTE SX5E|178259|783011
379177|702| BCS TRIGGER PLUS ON SX5E |120000|783011
379178|702| BCS TRIGGER PLUS SPX |185200|783011
379179|702| CITI MARKET LINKED NOTE  |146747|783011
379180|702| GS TRIGGER PLUS SVX |250000|783011
379181|702| MS MARKET LINKED NOTE (SPTUQ)|151094|783011
379182|702| MS MARKET LINKED NOTE (SQHCM)|103321|783011
379183|702| MS MARKET LINKED NOTE (SQCVG)|177791|783011
379184|702| MS MARKET LINKED NOTE (SPTXQ)|286543|783011
379185|702| MS MARKET LINKED NOTE (SQAMJ)|201012|783011
376782|703|Marketable Securities Total Cost|960610|782036
376783|704|Marketable Securities Total BookValue|960610|782036
376784|701|CATERPILLAR FINANCIAL SERV CORP DTD|100166|782036
376785|701|PACCAR FINANCIAL CORP DTD|50151|782036
376786|701|TOYOTA MOTOR CREDIT CORP DTD|106300|782036
376787|701|FEDERAL HOME LOAN DTD 2.75%|51240|782036
376788|701|TEEN VALLEY AUTHORITY DTD 2.875%|107480|782036
376789|701|FREDDIE MAC DTD 0.4%|99288|782036
376790|701|FANNIE MAE DTD 0.58%|99095|782036
376791|701|FEDERAL FARM CREDIT BANK DTD 0.6%|98940|782036
376792|701|FEDERAL HOME LOAN BANK DTD 0.52%|98394|782036
376793|701|FEDERAL HOME LOAN BANK DTD 0.78%|149556|782036
376794|705|Other Investments Total Cost||782036
376795|706|Other Investments Total Book Value||782036
375775|703|Marketable Securities Total Cost||778023
375776|704|Marketable Securities Total BookValue||778023
375777|705|Other Investments Total Cost||778023
375778|706|Other Investments Total Book Value||778023
374718|703|Marketable Securities Total Cost||766102
374719|704|Marketable Securities Total BookValue||766102
374720|705|Other Investments Total Cost||766102
374721|706|Other Investments Total Book Value||766102
378928|703|Marketable Securities Total Cost||782913
378929|704|Marketable Securities Total BookValue||782913
378930|705|Other Investments Total Cost||782913
378931|706|Other Investments Total Book Value||782913
377811|704|Marketable Securities Total BookValue|36393|782504
377812|701|DIFAX MFS DIVERSIFIED|36393|782504
377813|705|Other Investments Total Cost||782504
377814|706|Other Investments Total Book Value||782504
377810|703|Marketable Securities Total Cost|30021|782504
374114|703|Marketable Securities Total Cost|0|755186
374115|704|Marketable Securities Total BookValue|0|755186
374116|705|Other Investments Total Cost|0|755186
374117|706|Other Investments Total Book Value|0|755186
376811|703|Marketable Securities Total Cost||782041
376812|704|Marketable Securities Total BookValue||782041
376813|705|Other Investments Total Cost||782041
376814|706|Other Investments Total Book Value||782041
378920|703|Marketable Securities Total Cost|1334470|782909
378921|704|Marketable Securities Total BookValue|1334470|782909
378922|705|Other Investments Total Cost||782909
378923|706|Other Investments Total Book Value||782909
376719|703|Marketable Securities Total Cost||782017
376720|704|Marketable Securities Total BookValue||782017
376721|705|Other Investments Total Cost||782017
376722|706|Other Investments Total Book Value||782017
377469|703|Marketable Securities Total Cost||782290
377470|704|Marketable Securities Total BookValue||782290
377471|705|Other Investments Total Cost||782290
377472|706|Other Investments Total Book Value||782290
376616|703|Marketable Securities Total Cost||781977
376617|704|Marketable Securities Total BookValue||781977
376618|705|Other Investments Total Cost||781977
376619|706|Other Investments Total Book Value||781977
376242|706|Other Investments Total Book Value|425228|780755
376239|703|Marketable Securities Total Cost||780755
376243|702|Certificate of Deposit|93119|780755
376244|702|Certificate of Deposit|62412|780755
376245|702|Certificate of Deposit|127228|780755
376246|702|Certificate of Deposit|70088|780755
376247|702|Certificate of Deposit|72381|780755
376240|704|Marketable Securities Total BookValue||780755
376241|705|Other Investments Total Cost|425228|780755
374878|703|Marketable Securities Total Cost||768541
374879|704|Marketable Securities Total BookValue||768541
374880|705|Other Investments Total Cost||768541
374881|706|Other Investments Total Book Value||768541
376770|703|Marketable Securities Total Cost||782030
376771|704|Marketable Securities Total BookValue||782030
376772|705|Other Investments Total Cost||782030
376773|706|Other Investments Total Book Value||782030
376142|703|Marketable Securities Total Cost|262908183|780701
376143|704|Marketable Securities Total BookValue|300089478|780701
