OID|ACCT_TYPE|NAME|TOTAL|PAST_DUE_90|PAST_DUE_180|LIQUIDATED|RPT_ID
137731|102|All Other Accounts|0||||777611
138071|102|All Other Accounts|||||782056
137941|102|All Other Accounts|0|0|0|0|780776
138663|101|A.M. Peisch|5000|0|0|0|782911
138671|102|All Other Accounts|||||782911
138670|101|Staples|127|0|0|0|782911
138669|101|Reliance Standard Life Insurance Company|956|0|0|0|782911
138668|101|Northeast Reginal Office|14930|0|0|0|782911
138667|101|Heather Reimer|809|0|0|0|782911
138666|101|ePlan Services|187|0|0|0|782911
138665|101|Cynthia Miller|381|0|0|0|782911
138664|101|Capital Copy|18|0|0|0|782911
138290|102|All Other Accounts|0|0|0|0|782378
137738|102|All Other Accounts|0|0|0|0|777643
138754|102|All Other Accounts|25160||||783064
138623|102|All Other Accounts|51883||||782870
137462|102|All Other Accounts|||||756527
138877|101|UNITED ASSOCIATION PER CAPITA|49195||||785483
138882|102|All Other Accounts|861||||785483
138881|101|PNC BANK CREDIT CARD|9695||||785483
138880|101|UA LOCAL OFFICERS PENSION|12181||||785483
138879|101|PLUMBER'S & PIPEFITTER'S LOCAL 502 BENEFITS FD|20600||||785483
138878|101|UNITED ASSOCIATION PER CAPITA|47562||||785483
138316|102|All Other Accounts|404955|0|0|0|782480
138662|102|All Other Accounts|6064||||782906
137415|102|All Other Accounts|24561||13897||755825
137410|102|All Other Accounts|2785||||755740
137716|101|NONE|0|0|0|0|777550
137717|102|All Other Accounts|0|0|0|0|777550
138892|102|All Other Accounts|||||785521
138155|101|State Affiliation Fees Payable |46694|7709|31369|0|782150
138156|102|All Other Accounts|||||782150
138164|101|NONE|0|0|0|0|782161
138165|102|All Other Accounts|0|0|0|0|782161
138690|102|All Other Accounts|||||782963
137777|102|All Other Accounts|||||777814
137746|102|All Other Accounts|||||777667
137651|102|All Other Accounts|0|0|0|0|773799
138120|102|All Other Accounts|7580||||782105
138130|102|All Other Accounts|||||782117
138899|102|All Other Accounts|185009||||785552
138002|102|All Other Accounts|15365||||781921
137990|102|All Other Accounts|0|0|0|0|781896
138800|102|All Other Accounts|10435||||783161
136993|102|All Other Accounts|0|0|0|0|752457
137451|102|All Other Accounts|||||756346
137698|102|All Other Accounts|||||777400
138673|102|All Other Accounts|||||782925
138413|101|First Bankard|686||||782589
138415|102|All Other Accounts|||||782589
138414|101|First Looks|1920||||782589
138699|101|Younglove & Coker|25809|0|0|0|782993
138709|102|All Other Accounts|30333|0|0|0|782993
138708|101|Asana|36127|0|0|0|782993
138707|101|Cerium Networks, Inc.|50821|0|0|0|782993
138706|101|Luken's Tree Preservation LLC|5470|0|0|0|782993
138705|101|MasterCard|17188|0|0|0|782993
138704|101|Long Painting Company|11564|0|0|0|782993
138703|101|Union Built PC|8490|0|0|0|782993
138702|101|CenturyLink|14835|0|0|0|782993
138701|101|TVW (public television)|35000|0|0|0|782993
138700|101|Dept of Social & Health Services|167966|0|0|0|782993
137643|101|ACCRUED EXPENSES|181776||||773721
137644|102|All Other Accounts|||||773721
138143|102|All Other Accounts|32832||||782134
138505|102|All Other Accounts|264962||||782688
138430|101|International Union of Operating Engineers|20714||||782614
138433|102|All Other Accounts|22965||||782614
138432|101|Upfront Security Associates LLC|27007||||782614
138431|101|New York State Building|18658||||782614
138039|102|All Other Accounts|0|0|0|0|782018
138038|101|N/A|0|0|0|0|782018
138884|102|All Other Accounts|44463||||785501
138795|102|All Other Accounts|||||783132
138658|101|DESPRES, SCHWARTZ & GEOGHEGAN LTD|56743||56743||782901
138661|102|All Other Accounts|7169||||782901
138660|101|DOWD, BLOCH, BENNETT, CERVONE AUERBACH & YOKICH|15104||7424||782901
138659|101|ILLINOIS FEDERATION OF TEACHERS|73627|40160|||782901
138019|102|All Other Accounts|||||781975
138127|101|Credit Cards Payable|5226|0|0|0|782115
138128|102|All Other Accounts|||||782115
137934|102|All Other Accounts|||||780753
138171|102|All Other Accounts|558||||782181
137947|102|All Other Accounts|||||780833
138041|102|All Other Accounts|||||782022
138014|102|All Other Accounts|||||781963
137827|102|All Other Accounts|||||778087
137972|102|All Other Accounts|||||780862
138308|102|All Other Accounts|1587|0|0|0|782465
138451|102|All Other Accounts|0|0|0|0|782639
138342|102|All Other Accounts|0|0|0|0|782516
138235|102|All Other Accounts|||||782274
138112|102|All Other Accounts|0|0|0|0|782094
138030|102|All Other Accounts|0|0|0|0|782006
137852|102|All Other Accounts|0|0|0|0|780536
138169|102|All Other Accounts|73060||||782167
138301|102|All Other Accounts|558240||||782427
138300|101|University of California|439488|223745|144424||782427
138292|102|All Other Accounts|0|0|0|0|782398
138374|102|All Other Accounts|182239||||782526
137914|102|All Other Accounts|0|0|0|0|780695
138226|102|All Other Accounts|||||782267
137874|101|NONE|0|0|0|0|780599
137875|102|All Other Accounts|0|0|0|0|780599
138854|101|n/a|0|0|0|0|785217
138855|102|All Other Accounts|||||785217
137648|102|All Other Accounts|713399|0|0|0|773773
138281|102|All Other Accounts|||||782332
137686|102|All Other Accounts|0||||777269
138043|101|NONE|0|0|0|0|782027
138044|102|All Other Accounts|0|0|0|0|782027
138688|101|NONE|0|0|0|0|782958
138689|102|All Other Accounts|0|0|0|0|782958
138643|101|NONE|0|0|0|0|782884
138644|102|All Other Accounts|0|0|0|0|782884
137797|101|NONE ITEMIZED|0|0|0|0|777912
137798|102|All Other Accounts|0|0|0|0|777912
138429|102|All Other Accounts|0|0|0|0|782612
138393|101|Payroll withholdings |4377||||782561
138394|102|All Other Accounts|0||||782561
137513|101|VARIOUS ACCOUNTS PAYABLE|797179||||766116
137514|102|All Other Accounts|||||766116
137454|102|All Other Accounts|||||756358
138825|101|AMERICAN FEDERATION OF TEACHERS|24072||||783210
138827|102|All Other Accounts|5352||||783210
138826|101|OCHOA LAW|8148||||783210
138894|102|All Other Accounts|||||785535
138274|102|All Other Accounts|||||782320
138843|102|All Other Accounts|13947||||784450
138275|102|All Other Accounts|||||782323
137502|102|All Other Accounts|||||766068
138563|102|All Other Accounts|||||782833
137976|102|All Other Accounts|0|0|0|0|780866
137839|102|All Other Accounts|||||779371
138895|102|All Other Accounts|214508|0|0|0|785538
137915|102|All Other Accounts|0|0|0|0|780699
138339|102|All Other Accounts|||||782514
138260|101|International Association of Iron Workers|990|0|0|0|782302
138263|102|All Other Accounts|||||782302
138262|101|Bank of Labor Mastercard|3650|0|0|0|782302
138261|101|State of Michigan|229|0|0|0|782302
133042|102|All Other Accounts|||||737299
138721|102|All Other Accounts|||||783003
137501|102|All Other Accounts|||||766067
137986|102|All Other Accounts|||||781890
137991|102|All Other Accounts|37190|0|0|0|781898
137790|102|All Other Accounts|||||777877
137679|102|All Other Accounts|||||776561
138501|102|All Other Accounts|7252||||782681
137649|102|All Other Accounts|||||773780
